"Behinds","Bounces","Clangers","Clearances","Contested.Marks","Contested.Possessions","Disposals","Frees","Frees.Against","Goal.Assists","Goals","Handballs","Hit.Outs","Inside.50s","Kicks","Marks","Marks.Inside.50","One.Percenters","Rebounds","Tackles","Uncontested.Possessions","X..Played","Brownlow.Votes"
-0.943864229765013,-1,-1,-1,-1,-1,1.34545454545455,-1,-1,-1,-1,-0.542553191489362,-1,0.194444444444444,-0.697183098591549,-0.821576763485477,0.72,-1,-1,-1,4.86363636363636,0.46,0
-1,-0.67175572519084,-0.744047619047619,-0.878531073446328,-1,8.34782608695652,16.2,-0.542553191489362,-1,-1,-0.367647058823529,1.7741935483871,-1,2.58333333333333,1.46594982078853,-0.724358974358974,-1,-1,0.402173913043478,0.869565217391304,32.2272727272727,0.89,0
-1,-1,-1,-1,2.79411764705882,10.2173913043478,9.16363636363636,-1,-1,-1,-1,0.372340425531915,-1,1.38888888888889,0.546762589928057,-0.549266247379455,-1,7.0625,0,0.653846153846154,14.6363636363636,0.91,0
-1,-1,0.0299401197604792,-0.750724637681159,0.264705882352941,17.695652173913,18.5454545454545,-0.547368421052632,1.30357142857143,-1,-1,6.16666666666667,-1,4.21212121212121,0.569343065693431,-0.633262260127932,-1,4.375,0.465909090909091,-1,30.2727272727273,0.92,0
-1,-1,-0.213414634146342,-0.877840909090909,0.303030303030303,10.2173913043478,18.9074074074074,-1,-1,-0.586538461538461,-0.367647058823529,2.78021978021978,0.131578947368421,3.77777777777778,1.6294964028777,-0.358208955223881,-1,3.03125,0.449438202247191,5.61538461538462,31.7619047619048,0.89,0
-1,-1,-0.494117647058824,-1,-1,-1,2.12727272727273,-1,-0.271186440677966,-1,-1,-0.532608695652174,-1,-1,-0.545774647887324,-0.910602910602911,-1,0.34375,-1,2.30769230769231,6.81818181818182,0.87,0
-1,-0.678304239401496,-1,-0.25,-1,17.695652173913,17.7636363636364,-0.532608695652174,-1,-1,-1,6.31914893617021,-1,1.38888888888889,0.255474452554745,-0.908704883227176,-1,0.34375,-0.527472527472528,4.60869565217391,26.3636363636364,0.84,0
-1,-1,0.0238095238095239,-0.504322766570605,-1,13.9565217391304,13.8545454545455,-0.527472527472528,-0.258620689655172,-1,-1,5.21111111111111,-1,0.228571428571429,-0.0652173913043478,-0.727848101265823,-1,0.34375,-0.527472527472528,5.61538461538462,20.5,0.86,0
-0.943271767810026,-1,-1,-0.879213483146067,1.60606060606061,14.6363636363636,8.85416666666667,0.372340425531915,-1,-1,-0.367647058823529,0.829787234042553,7.6,2.58333333333333,0.0905797101449275,-0.643153526970954,2.73913043478261,1.86666666666667,-1,0.653846153846154,4.86363636363636,0.82,0
-0.943271767810026,-0.786069651741294,-1,-0.879213483146067,-1,2.90909090909091,7.6,-1,-1,-0.59047619047619,0.264705882352941,0.829787234042553,-1,2.58333333333333,0.0673758865248226,-0.638655462184874,2.44,-1,-1,6.16666666666667,17.4285714285714,0.86,0
-1,-1,-0.49112426035503,-1,-1,17.695652173913,13.0727272727273,0.402173913043478,-1,-1,-1,4.60869565217391,-1,0.194444444444444,-0.0583941605839415,-0.819706498951782,-1,1.6875,-0.0444444444444445,3.96153846153846,14.6363636363636,0.89,0
-1,-0.784461152882206,-0.241176470588235,-0.755681818181818,-1,8.34782608695652,13.0727272727273,-1,0.482758620689655,-0.58252427184466,-1,2.78021978021978,-1,5.32352941176471,0.541218637992832,-0.908898305084746,-1,-1,-0.532608695652174,2.58333333333333,25.6190476190476,0.9,0
-0.88563829787234,-1,-0.203703703703704,-1,1.7741935483871,15.3809523809524,12.2909090909091,0.372340425531915,-1,-0.173076923076923,0.869565217391304,1.36263736263736,-1,3.77777777777778,0.869565217391304,-0.186974789915966,8.34782608695652,0.592592592592593,-1,0.653846153846154,18.35,0.92,0
-1,-0.786069651741294,0.0299401197604792,-1,-1,0.869565217391304,4.47272727272727,-1,0.508771929824561,-1,-1,-1,-1,0.264705882352941,0.0636042402826855,-0.641666666666667,-1,4.375,-0.0227272727272728,0.791666666666667,8.77272727272727,0.9,0
-0.943196829590489,-1,-0.488095238095238,-1,-1,6.81818181818182,8.38181818181818,-1,-1,-1,-1,0.869565217391304,-1,3.77777777777778,0.228571428571429,-0.729559748427673,0.72,0.387096774193548,-0.527472527472528,3.96153846153846,14.6363636363636,0.28,0
-1,-1,-0.74251497005988,-0.634560906515581,-1,13.9565217391304,10.7272727272727,-0.527472527472528,-1,-1,-1,2.23655913978495,-1,1.38888888888889,0.246376811594203,-0.639412997903564,-1,0.34375,-1,5.61538461538462,14.6363636363636,0.72,0
-0.86687306501548,-1,-0.335051546391753,0.0278884462151394,-1,42,19.2352941176471,1.10489510489511,0.622641509433962,-1,-1,4.64646464646465,2.90909090909091,5.14285714285714,2.16666666666667,-0.236040609137056,0.653846153846154,0.653846153846154,-1,1.38888888888889,49.5882352941177,0.92,1
-0.934049079754601,-1,-1,-0.488095238095238,0.653846153846154,26.6428571428571,14.5277777777778,-0.683823529411765,-1,-0.475609756097561,0.34375,4.05882352941176,-1,0.686274509803921,1.29770992366412,-0.131313131313131,2.44,0.72,0.5,18.1111111111111,47.375,0.83,0
-1,-1,0.108247422680412,-1,0.535714285714286,13.3333333333333,9.15277777777778,-0.688405797101449,0.791666666666667,0.075,-1,-0.11340206185567,-1,2.51020408163265,1.42481203007519,-0.249376558603491,-1,-1,1.47126436781609,13.3333333333333,36.2666666666667,0.8,0
-1,-1,-0.563451776649746,-1,0.592592592592593,19.0666666666667,6.16666666666667,-0.697183098591549,-0.188679245283019,-1,-0.358208955223881,1.15,-1,-0.14,0.140151515151515,-0.57843137254902,-1,2.18518518518519,-1,3.77777777777778,14.1764705882353,0.83,0
-1,-0.679900744416873,-0.338461538461538,-1,0.535714285714286,10.4666666666667,10.3472222222222,-1,-0.173076923076923,-1,-1,2.47474747474747,-1,0.72,0.771535580524344,-0.351758793969849,-1,-1,-0.505747126436782,1.86666666666667,39.4705882352941,0.84,0
-1,-0.150617283950617,-0.33160621761658,-1,2.07142857142857,4.73333333333333,9.75,-1,0.622641509433962,-0.469135802469136,-1,2.90909090909091,-1,1.63265306122449,0.438661710037175,-0.135678391959799,-1,0.592592592592593,-1,16.2,42,0.85,0
-0.934150076569678,-1,-0.0899470899470899,-0.833333333333333,0.869565217391304,26.6428571428571,13.9305555555556,-0.695035460992908,-0.188679245283019,0.675324675324675,2.25757575757576,1.63265306122449,-1,5.02,2.11832061068702,0.303030303030303,7.6,0.954545454545454,-1,6.16666666666667,54.2857142857143,0.9,0
-1,-1,-0.335051546391753,0.0197628458498025,0.535714285714286,27.6666666666667,18.1111111111111,-1,-0.122448979591837,-0.4625,-1,3.77777777777778,-1,2.44,2.45977011494253,-0.236040609137056,-1,-1,0.977011494252874,15.7222222222222,52.75,0.83,2
-1,-1,-0.341836734693878,-1,-1,19.0666666666667,6.87323943661972,-0.398601398601399,-0.156862745098039,-1,-1,0.737373737373737,-0.122448979591837,0.72,0.465909090909091,-0.473039215686275,-1,2.18518518518519,0.0117647058823529,1.38888888888889,14.1764705882353,0.86,0
-1,-1,-1,-1,0.535714285714286,16.2,12.7361111111111,-0.697183098591549,-1,-1,-1,0.264705882352941,-1,0.686274509803921,2.24528301886792,-0.135678391959799,-1,2.18518518518519,-0.494117647058824,3.77777777777778,39.4705882352941,0.9,0
-1,-1,-0.782828282828283,-0.670498084291188,-1,4.73333333333333,2.58333333333333,-0.701388888888889,-1,-1,-1,0.277227722772277,-1,-1,-0.520446096654275,-0.685365853658537,-1,-1,-1,-1,9.11764705882353,0.2,0
-1,-1,-0.778350515463918,-1,0.535714285714286,21.9333333333333,10.3472222222222,-0.394366197183099,-0.173076923076923,-1,-1,2.40594059405941,-1,-1,0.798479087452471,-0.254950495049505,-1,3.77777777777778,-0.488095238095238,3.77777777777778,24.2941176470588,0.96,0
-1,-1,-0.57,0.015748031496063,-1,42,10.3472222222222,-0.385714285714286,0.653846153846154,-0.469135802469136,-1,3.3,-1,1.63265306122449,0.51171875,-0.894348894348894,-1,5.37037037037037,-0.481927710843373,8.55555555555556,17.8125,0.78,0
-1,-1,-0.786069651741294,-1,-1,4.73333333333333,0.622641509433962,-0.690647482014388,-0.188679245283019,-1,-0.358208955223881,-0.574257425742574,15.34,-1,-0.840148698884758,-1,-1,3.77777777777778,-1,10.9444444444444,-1,0.52,0
-1,-1,-0.341836734693878,-0.667953667953668,-1,7.6,7.36111111111111,-1,0.653846153846154,-1,-0.338461538461538,1.17171717171717,-1,2.51020408163265,0.444029850746269,-0.465174129353234,0.653846153846154,0.653846153846154,-0.5,8.55555555555556,29.3529411764706,0.82,0
-0.804841149773071,-1,-0.774869109947644,-0.834615384615385,6.81818181818182,24.0833333333333,9.15277777777778,-0.695035460992908,-0.188679245283019,-1,2.90909090909091,0.702970297029703,-1,-1,1.11742424242424,0.0591133004926108,14.6363636363636,-1,-1,6.16666666666667,19.2352941176471,0.94,3
-1,-1,0.108247422680412,-0.830708661417323,0.535714285714286,19.0666666666667,10.3157894736842,-0.398601398601399,-0.156862745098039,-1,-1,3.43298969072165,12.1632653061224,-0.14,-0.185606060606061,-0.25679012345679,-1,14.9259259259259,0.116883116883117,1.38888888888889,21.7647058823529,0.85,0
-1,-1,-0.355,-0.49609375,-1,21.9333333333333,7.36111111111111,-0.690647482014388,0.653846153846154,-1,-1,2.47474747474747,-1,2.51020408163265,-0.0190114068441065,-0.894607843137255,-1,2.18518518518519,-0.494117647058824,10.9444444444444,14.1764705882353,0.77,0
-1,-1,-0.780612244897959,-0.666666666666667,-1,10.4666666666667,6.76388888888889,-0.692857142857143,-0.173076923076923,-1,-1,1.55445544554455,-1,-1,0.127340823970037,-0.467821782178218,-1,8.55555555555556,-0.469135802469136,8.55555555555556,24.2941176470588,0.85,0
-1,-1,-0.338461538461538,-1,2.30769230769231,10.4666666666667,4.375,-1,1.43396226415094,0.55421686746988,0.283582089552239,0.303030303030303,-1,-0.104166666666667,-0.0337078651685394,-0.36919315403423,2.58333333333333,2.44,-1,6.16666666666667,14.3571428571429,0.92,0
-0.8678955453149,-1,-0.328125,-0.667953667953668,0.592592592592593,18.8461538461538,15.125,-1,-1,-1,-0.338461538461538,1.17171717171717,-1,2.37254901960784,2.56981132075472,-0.020253164556962,2.44,2.44,0.0117647058823529,1.38888888888889,47.0588235294118,0.8,0
-0.935045317220544,-1,-0.780612244897959,-1,-1,11.2857142857143,8.55555555555556,-0.0915492957746479,-1,-1,-1,1.98019801980198,-1,-1,0.449438202247191,-0.463840399002494,-1,5.37037037037037,0.036144578313253,3.77777777777778,31.8823529411765,0.89,0
-1,-0.893827160493827,-0.780612244897959,-1,-1,4.73333333333333,5.56944444444444,-1,-1,-1,-1,-0.148514851485149,-1,-0.156862745098039,0.438661710037175,-0.470443349753695,-1,3.77777777777778,1.04761904761905,11.6470588235294,19.2352941176471,0.87,0
-1,-1,-0.572139303482587,-0.166666666666667,-1,21.9333333333333,11.2857142857143,-0.697183098591549,-0.188679245283019,-1,-1,1.58,18.78,1.58,0.307984790874525,-1,-1,8.55555555555556,-1,3.77777777777778,11.6470588235294,0.88,0
-1,-1,-1,-1,-1,4.73333333333333,3.77777777777778,-0.381294964028777,-1,0.0617283950617284,-1,-0.156862745098039,-1,1.52941176470588,-0.0408921933085501,-0.683823529411765,0.653846153846154,0.653846153846154,-1,10.9444444444444,16.2,0.83,0
-1,-1,-0.57,-0.335907335907336,-1,27.6666666666667,6.16666666666667,-0.372262773722628,0.622641509433962,-1,-1,1.15,-1,-0.122448979591837,0.153256704980843,-0.895377128953771,-1,2.18518518518519,-1,15.7222222222222,6.58823529411765,0.86,0
-1,-1,-1,-1,-1,4.73333333333333,4.97222222222222,-0.699300699300699,-1,-1,-1,-0.156862745098039,-1,-0.156862745098039,0.278810408921933,-0.576354679802956,-1,6.96296296296296,0.0487804878048781,1.38888888888889,19.2352941176471,0.97,0
-1,-1,0.0804020100502512,-1,0.535714285714286,16.2,4.29230769230769,0.211267605633803,1.43396226415094,-1,-1,0.329896907216495,5.40425531914894,0.791666666666667,-0.188679245283019,-0.79126213592233,-1,2.18518518518519,-1,3.77777777777778,4.05882352941177,0.79,0
-1,-1,-0.345177664974619,-0.667953667953668,-1,21.9333333333333,9.75,-0.394366197183099,-0.173076923076923,-1,-1,1.17171717171717,-1,-1,1.1254752851711,-0.575308641975309,-1,-1,-0.505747126436782,3.77777777777778,21.7647058823529,0.87,0
-1,-1,0.72,-0.660079051383399,-1,19.0666666666667,10.9444444444444,-0.686131386861314,3.13461538461539,0.0617283950617284,-1,4.03191489361702,-1,1.80434782608696,0.465909090909091,-0.892768079800499,-1,-1,-0.505747126436782,15.7222222222222,36.2666666666667,0.87,0
-1,-1,-0.57,-0.836501901140684,-1,4.73333333333333,2.58333333333333,-1,-0.173076923076923,-1,-1,-0.57,-1,0.72,-0.200743494423792,-0.895121951219512,-1,-1,-0.505747126436782,10.9444444444444,9.11764705882353,0.34,0
-1,-1,-0.782828282828283,-1,-1,13.3333333333333,7.36111111111111,-1,-1,-1,0.283582089552239,0.702970297029703,-1,-1,0.616541353383459,-0.682266009852217,0.653846153846154,0.653846153846154,-1,8.55555555555556,19.2352941176471,0.84,0
-0.934351145038168,-0.6775,-0.558974358974359,-0.325490196078431,2.18518518518519,45.0714285714286,12.9295774647887,-0.690647482014388,-0.173076923076923,-1,-0.317460317460317,2.87,-0.14,2.44,1.3515625,-0.364532019704433,0.791666666666667,0.653846153846154,-0.5,13.3333333333333,19.2352941176471,0.87,0
-1,-0.895883777239709,-0.736196319018405,-0.225225225225225,0.194444444444444,39.3125,11.4123711340206,-0.376811594202899,-1,-0.16504854368932,-1,7.6,-1,2.90909090909091,0.914383561643836,-0.350453172205438,-1,4.60869565217391,-0.494117647058824,-1,22.2916666666667,0.8,0
-1,-1,0.0552147239263803,-1,0.303030303030303,9.75,4.31958762886598,-1,1.11475409836066,-0.586538461538461,0.55421686746988,2.58333333333333,-1,1.86666666666667,-0.148514851485149,-0.360119047619048,1.96551724137931,1.04761904761905,-1,42,12.76,0.85,0
-1,-1,-0.481927710843373,-0.624454148471616,0.194444444444444,17.8125,6.97938144329897,-1,-1,-0.59047619047619,-1,3.64864864864865,-1,0.303030303030303,0.433333333333333,-0.741741741741742,-1,0.869565217391304,1.47126436781609,49.1666666666667,17.92,0.79,0
-0.73125,-1,0.0955414012738853,-1,6.47826086956522,31.25,9.19587628865979,-0.0227272727272728,0.409836065573771,-0.57843137254902,5.73493975903614,-0.402777777777778,-1,4.54838709677419,2.1744966442953,0.433333333333333,13.8846153846154,5.14285714285714,-1,42,23.08,0.93,3
-1,-1,-0.73125,-0.626086956521739,-1,17.8125,9.63917525773196,-1,-1,-1,-1,3.01333333333333,-1,1.60606060606061,1.43666666666667,0.0487804878048781,-1,0.869565217391304,-0.505747126436782,42,25.4615384615385,0.8,0
-1,-1,-0.46583850931677,-0.252173913043478,2.68571428571429,17.8125,8.80701754385965,-0.67910447761194,-0.283333333333333,-0.586538461538461,-0.455696202531646,3.06756756756757,52.75,1.6875,-0.14,-0.109467455621302,-1,2.73913043478261,-0.5,27.6666666666667,9.32,0.81,1
-0.934250764525994,-1,-0.73780487804878,-1,-1,1.86666666666667,2.98969072164948,-1,-0.295081967213115,-1,-1,-0.426666666666667,-1,5.71875,0.124183006535948,-0.488095238095238,0.433333333333333,-1,-1,-1,12.2307692307692,0.34,0
-0.933333333333333,-1,-0.740963855421687,-0.0611353711790392,-1,21.9333333333333,7.32258064516129,-1,-0.295081967213115,-0.156862745098039,0.102564102564103,3.58666666666667,4.21212121212121,4.375,0.438127090301003,-0.74251497005988,0.433333333333333,2.90909090909091,-1,6.16666666666667,16.9166666666667,0.85,0
-1,-1,0.0683229813664596,0.556561085972851,-1,42,14.5154639175258,-0.358208955223881,1.15,-0.122448979591837,-1,8.55555555555556,-1,10.4666666666667,1.80756013745704,-0.0766871165644172,-1,0.869565217391304,-0.505747126436782,27.6666666666667,31.25,0.92,2
-0.93343653250774,-1,-0.740963855421687,-0.434210526315789,1.52941176470588,36.2666666666667,6.5360824742268,-0.0652173913043478,-0.295081967213115,-0.180952380952381,0.075,4.16,-1,0.34375,0.170068027210884,-0.747800586510264,-1,-1,-1,-1,4.375,0.84,0
-1,-1,-0.739393939393939,-0.441558441558441,-1,23.1875,6.97938144329897,-0.681481481481481,-1,-0.122448979591837,0.075,2.44,-1,9.42424242424242,0.731543624161074,-0.616071428571429,0.433333333333333,2.90909090909091,-0.5,20.5,13.3333333333333,0.73,0
-1,-1,-0.73780487804878,-0.817796610169492,0.228571428571429,15.125,3.19512195121951,-0.67175572519084,-1,-1,-0.475609756097561,-0.426666666666667,19.15625,0.303030303030303,0,-0.495601173020528,0.482758620689655,8.77272727272727,-1,49.1666666666667,3.96153846153846,0.87,0
-1,-1,-1,-0.815450643776824,-1,9.75,2.98969072164948,-1,-1,-1,-1,1.26315789473684,-1,1.60606060606061,-0.29042904290429,-0.620588235294118,-1,0.869565217391304,-0.505747126436782,6.16666666666667,5.61538461538462,0.89,0
-1,-1,-0.46583850931677,-1,0.194444444444444,25.875,8.30927835051546,-0.67910447761194,-0.245614035087719,-1,-1,4.22972972972973,-1,1.6875,0.737373737373737,-0.0960960960960962,-1,13.9565217391304,1.15,27.6666666666667,17.1923076923077,0.99,0
-1,-1,-0.478787878787879,0.131578947368421,-1,33.9375,8.30927835051546,-1,-0.271186440677966,-1,-1,4.22972972972973,-1,1.6875,0.755102040816327,-0.614925373134328,-1,-1,-0.0227272727272728,63.5,13.8846153846154,0.87,0
-0.933641975308642,-0.793764988009592,-0.736196319018405,-0.813852813852814,0.228571428571429,13.3333333333333,5.71875,-1,-1,-0.16504854368932,-0.475609756097561,2.44,0.303030303030303,2.90909090909091,0.281456953642384,-0.358208955223881,0.482758620689655,0.954545454545454,-1,9.75,15.125,0.8,0
-1,-1,-0.73780487804878,-0.815450643776824,0.194444444444444,7.0625,2.98969072164948,-1,-1,-1,-1,1.29333333333333,-1,-1,-0.292763157894737,-0.49112426035503,-1,8.34782608695652,0.036144578313253,6.16666666666667,8.92307692307692,0.95,0
-0.933125972006221,-1,-0.734567901234568,-0.813852813852814,0.194444444444444,13.3333333333333,7.8659793814433,-1,-1,-1,-1,2.44,-1,6.81818181818182,0.993377483443709,-0.218181818181818,-1,2.73913043478261,0,20.5,22.1538461538462,0.78,0
-1,-1,-0.218181818181818,0.0932203389830508,-1,25.875,9.30208333333333,-1,-1,-0.574257425742574,-1,-0.410958904109589,0.303030303030303,5.51515151515151,2.18518518518519,-0.61377245508982,-1,-1,-1,34.8333333333333,16.2,0.86,0
-0.93343653250774,-1,-0.739393939393939,-0.815450643776824,-1,13.3333333333333,6.5360824742268,-0.367647058823529,-1,-0.57843137254902,0.0487804878048781,1.29333333333333,-1,4.21212121212121,0.850993377483444,-0.612612612612613,-1,0.869565217391304,0.482758620689655,13.3333333333333,17.92,0.8,0
-1,-1,-0.739393939393939,-0.446351931330472,-1,25.875,6.5360824742268,-1,-1,-1,-0.4625,1.29333333333333,-1,2.90909090909091,0.882154882154882,-0.617210682492582,-1,0.869565217391304,-0.0114942528735632,13.3333333333333,10.5769230769231,0.82,0
-1,-0.897374701670644,-1,-1,0.228571428571429,23.1875,6.5360824742268,-0.688405797101449,-1,-1,-0.481927710843373,4.65789473684211,-1,1.60606060606061,0.0100671140939597,-0.744047619047619,-1,2.73913043478261,0,-1,12.2307692307692,0.91,0
-1,-1,-0.47239263803681,-1,-1,12.4375,6.09278350515464,-1,-0.258620689655172,-1,-1,2.48648648648649,-1,1.6875,0.423841059602649,-0.354354354354354,-1,-1,0.465909090909091,6.16666666666667,17.1923076923077,0.68,0
-1,-1,-1,-0.814655172413793,0.194444444444444,7.0625,3.43298969072165,-1,-1,-1,-1,1.82894736842105,-1,0.303030303030303,-0.292763157894737,-0.617210682492582,-1,-1,0.465909090909091,70.6666666666667,10.5769230769231,0.72,0
-1,-1,-0.74251497005988,-1,-1,12.4375,3.87628865979381,-1,-0.271186440677966,-0.59047619047619,-1,1.29333333333333,-1,0.34375,-0.00331125827814571,-0.872781065088757,-1,6.47826086956522,0.0238095238095239,13.3333333333333,9.32,0.95,0
-1,-1,-0.481927710843373,-0.816239316239316,0.194444444444444,12.4375,3.11702127659574,-0.0583941605839415,-0.283333333333333,-1,-1,0.743243243243243,3.3,-1,-0.145695364238411,-0.747058823529412,-1,4.60869565217391,-0.494117647058824,6.16666666666667,5.61538461538462,0.96,0
-1,-1,-1,-1,-1,1.6875,0.77319587628866,-0.67175572519084,-1,-0.59047619047619,-0.481927710843373,-1,-1,0.303030303030303,-0.437908496732026,-0.621700879765396,0.433333333333333,4.86363636363636,-1,49.1666666666667,4.16,0.72,0
-0.934250764525994,-0.796690307328605,0.563636363636363,-1,-1,7.6,2.98969072164948,-1,0.457627118644068,-1,-1,2.68571428571429,-1,0.387096774193548,-0.575657894736842,-0.618343195266272,-1,0.869565217391304,-0.0114942528735632,20.5,8.92307692307692,1,0
-1,-1,-1,0.121739130434783,-1,28.5625,5.64948453608247,-0.367647058823529,-1,-1,-1,2.96052631578947,-1,-1,0.162162162162162,-0.747058823529412,-1,-1,-0.511363636363636,13.3333333333333,5.61538461538462,0.38,0
-1,-1,-0.734567901234568,-0.252173913043478,0.194444444444444,25.875,11.3787878787879,-0.376811594202899,-0.271186440677966,-1,-1,3.01333333333333,42,-1,0.737373737373737,-0.232142857142857,-1,4.60869565217391,0.0117647058823529,-1,12.2307692307692,0.98,0
-0.866666666666667,-1,-0.227544910179641,-0.255411255411255,-1,29.7142857142857,6.97938144329897,-0.676691729323308,-0.271186440677966,-1,-1,2.53424657534247,-1,3.03125,0.737373737373737,-0.87202380952381,0.433333333333333,0.954545454545454,-0.0114942528735632,34.8333333333333,12.2307692307692,0.79,0
-1,-1,-0.740963855421687,-1,-1,1.6875,0.329896907216495,-1,-1,-1,-1,-1,-1,0.303030303030303,-0.57843137254902,-0.748538011695906,-1,-1,-1,20.5,2.30769230769231,0.34,0
-0.933744221879815,-1,-0.475609756097561,-0.629310344827586,-1,13.3333333333333,5.20618556701031,-1,-1,-0.586538461538461,-1,1.90540540540541,-1,1.60606060606061,0.281456953642384,-0.486567164179105,0.433333333333333,0.954545454545454,-1,20.5,14.48,0.86,0
