"Behinds","Bounces","Clangers","Clearances","Contested.Marks","Contested.Possessions","Disposals","Frees","Frees.Against","Goal.Assists","Goals","Handballs","Hit.Outs","Inside.50s","Kicks","Marks","Marks.Inside.50","One.Percenters","Rebounds","Tackles","Uncontested.Possessions","X..Played","Brownlow.Votes","year"
2.07142857142857,4.375,-0.574257425742574,2.54117647058824,4.375,1.33220338983051,0.749608763693271,0.653846153846154,0.653846153846154,-1,6.58823529411765,0.755102040816326,-1,2.65957446808511,0.746192893401015,0.237410071942446,-1,0.495652173913044,0.323076923076923,1.52941176470588,0.582822085889571,0.77,3,2012
-1,-1,0.303030303030303,-0.527472527472528,1.52941176470588,0.725752508361204,0.264705882352941,4.375,0.653846153846154,3.77777777777778,1.26315789473684,1.49792531120332,-1,-0.574257425742574,-0.469135802469136,0.237410071942446,-1,0.495652173913044,-1,0.0886075949367089,0.0424242424242425,0.88,1,2012
-1,-1,-0.601851851851852,0.283582089552239,-1,-0.457413249211356,-0.46767537826685,0.433333333333333,-1,5.14285714285714,-1,-0.564189189189189,11.6885245901639,-0.238938053097345,-0.40139211136891,-0.188679245283019,-1,-1,-1,-0.717105263157895,-0.476885644768856,0.86,0,2012
-1,-1,-0.601851851851852,2.359375,-1,1.25573770491803,0.954545454545454,-1,-1,-1,6.16666666666667,1.75444839857651,-1,0.549549549549549,0.423167848699764,0.653846153846154,-1,-1,1.59036144578313,0.452702702702703,0.608478802992519,0.87,2,2012
0.954545454545454,-1,-0.601851851851852,-1,3.0952380952381,0.814935064935065,0.324929971988795,0.433333333333333,-1,-1,-1,0.797909407665505,-1,0.151785714285714,0.00702576112412179,0.653846153846154,-1,0.733870967741935,-0.505747126436782,-0.14,0.167901234567901,0.95,1,2012
-1,-1,0.216981132075472,-1,0.954545454545454,0.0990415335463259,0.449438202247191,0.433333333333333,0.433333333333333,-1,-1,0.33448275862069,-1,-1,0.528436018957346,0.941935483870968,-1,2.61344537815126,2.71604938271605,0.154362416107383,0.167901234567901,0.84,3,2012
-1,-1,0.816901408450704,-0.511363636363636,-1,-0.392226148409894,0.805097451274363,0.303030303030303,0.34375,4.375,-1,0.96140350877193,-1,-0.57843137254902,0.68848167539267,1.38888888888889,-1,0.52212389380531,1.015625,0.911111111111111,1.30946291560102,0.93,0,2012
-1,-1,-0.410958904109589,-0.511363636363636,-1,0.232974910394265,0.671150971599402,-1,-1,-1,3.60714285714286,-0.116438356164383,-1,0.737373737373737,1.28116710875332,0.295180722891566,-1,0.919642857142857,4.83050847457627,-1,0.850632911392405,0.88,3,2012
-1,-1,2.11594202898551,2.10843373493976,0.954545454545454,0.876363636363636,0.339762611275964,6.41379310344828,1.7741935483871,1.52941176470588,-1,0.493055555555556,-1,1.65979381443299,0.225388601036269,0.295180722891566,-1,-0.629310344827586,-1,4.11904761904762,-0.0397022332506204,0.84,1,2012
-1,1.52941176470588,0.194444444444444,3.24691358024691,-1,1.87732342007435,0.738023952095809,3.16129032258065,0.34375,-1,3.60714285714286,1.43971631205674,-1,0.29,0.225388601036269,-0.49112426035503,-1,-0.629310344827586,-0.348484848484849,0.911111111111111,-0.0397022332506204,0.9,2,2012
-1,-1,-1,-0.601851851851852,-1,-0.740963855421687,-0.480536912751678,-1,-1,-1,-1,-0.598130841121495,-1,-0.612612612612613,-0.391509433962264,-0.616071428571429,-1,-1,-1,-0.594339622641509,-0.20997375328084,0.29,0,2012
-1,-1,-0.14,1.95098039215686,5.14285714285714,0.88125,1.4726507713885,0.303030303030303,0.303030303030303,-1,2.73913043478261,2.13245033112583,-1,0.592592592592593,0.987834549878346,2.72115384615385,2.07142857142857,-0.225225225225225,-1,0.669902912621359,1.96143250688705,0.87,3,2012
1.6875,-1,0.303030303030303,1.06730769230769,-1,0.464396284829721,1.09318497913769,0.303030303030303,0.303030303030303,1.6875,-1,1.0873786407767,-1,1.43396226415094,1.09756097560976,0.990740740740741,2.07142857142857,-0.616071428571429,0.0886075949367089,0.669902912621359,1.83516483516483,0.8,2,2012
-1,85,-0.574257425742574,-1,-1,-0.346504559270517,0.781767955801105,-1,-1,1.6875,-1,0.369426751592357,-1,1.43396226415094,1.09756097560976,1.41121495327103,-1,0.172727272727273,3.71232876712329,1.1078431372549,1.58469945355191,0.85,1,2012
-1,-1,0.869565217391304,3.77777777777778,-1,1.74103585657371,0.812911725955204,0.34375,2.07142857142857,3.52631578947368,0.482758620689655,1.69592476489028,-1,-0.0947368421052631,0.172727272727273,-0.382775119617225,-1,0.417582417582417,0.433333333333333,0.18348623853211,0.551102204408818,0.88,1,2012
-1,-1,0.869565217391304,2.30769230769231,-1,0.5,0.345501955671447,-1,2.07142857142857,-1,-1,0.990740740740741,-1,0.849462365591398,-0.126410835214447,-1,-1,-0.0652173913043478,-0.295081967213115,1.00934579439252,0.284860557768924,0.84,0,2012
-1,0.954545454545454,-0.0851063829787233,7.01694915254237,0.653846153846154,2.48178137651822,0.812911725955204,1.7741935483871,-1,6.16666666666667,3.77777777777778,0.852307692307692,-1,0.372340425531915,0.783410138248848,0.0386473429951693,0.535714285714286,-0.537634408602151,-1,0.592592592592593,-0.0652173913043478,0.78,2,2012
-1,0.954545454545454,4,1.60606060606061,0.653846153846154,2.29435483870968,2.08807588075881,0.34375,0.482758620689655,1.15,-1,1.98422712933754,-1,0.849462365591398,2.16627078384798,0.906403940886699,-1,-0.0652173913043478,4.47272727272727,1.43396226415094,1.93181818181818,0.95,3,2012
-1,-1,0.172727272727273,-0.455696202531646,-1,0.0487804878048781,0.59478021978022,0.102564102564103,0.102564102564103,-1,-1,0.814935064935065,-1,-1,0.433333333333333,0.0858585858585859,-1,-1,0.194444444444444,0.246376811594203,0.783410138248848,0.8,0,2012
1.52941176470588,-1,0.577981651376147,0.675324675324675,-1,0.829787234042553,0.779310344827586,-1,1.26315789473684,2.90909090909091,1.38888888888889,0.382636655948553,-1,3.3,1.07729468599034,-0.572139303482587,-1,-0.14,-1,1.22962962962963,0.783410138248848,0.8,2,2012
-1,-1,0.577981651376147,3.12328767123288,0.592592592592593,1.31182795698925,0.59478021978022,1.26315789473684,2.48648648648649,2.90909090909091,4.05882352941177,0.960912052117264,-1,1.7741935483871,0.327790973871734,-0.572139303482587,1.52941176470588,-0.14,-0.410958904109589,0.246376811594203,0.172727272727273,0.82,3,2012
-1,-1,0.172727272727273,0.675324675324675,2.30769230769231,-0.104166666666667,-0.364247311827957,1.26315789473684,2.48648648648649,-1,1.38888888888889,-0.0414012738853503,32.4444444444444,-0.11340206185567,-0.6,0.0858585858585859,-1,-0.574257425742574,-1,0.246376811594203,-0.519015659955257,0.89,1,2012
-1,1.38888888888889,-0.122448979591837,0.246376811594203,-1,-0.0818505338078291,0.208579881656805,0.0487804878048781,-1,1.6875,2.07142857142857,-0.414965986394558,-1,1.52941176470588,0.68848167539267,0.664516129032258,0.592592592592593,-1,-0.402777777777778,-0.322834645669291,0.30632911392405,0.87,0,2012
-1,-1,-0.122448979591837,1.56716417910448,4.05882352941177,0.232974910394265,0.0132547864506627,-1,-1,-1,0.482758620689655,0.186206896551724,12.1632653061224,1.0873786407767,-0.115681233933162,0.378205128205128,0.592592592592593,1.34545454545455,0.842857142857143,0.733870967741935,-0.2475,0.82,3,2012
1.04761904761905,-1,0.329896907216495,3.703125,-1,0.876363636363636,1.07541478129713,1.15,-1,-1,0.482758620689655,2.09352517985611,-1,0.653846153846154,0.34025974025974,0.378205128205128,0.592592592592593,-0.245614035087719,0.211267605633803,0.376,1.22222222222222,0.83,1,2012
-1,10.4666666666667,1.26315789473684,0.897058823529412,-1,0.552346570397112,0.405646359583953,0.0487804878048781,1.15,-1,2.07142857142857,0.339100346020761,-1,0.653846153846154,0.455729166666667,-0.183544303797468,-1,0.141592920353982,1.49275362318841,0.0238095238095239,0.30632911392405,0.88,2,2012
-1,-1,0.146666666666667,1.98611111111111,-1,0.823321554770318,0.351796407185629,2.58333333333333,-1,0.791666666666667,-1,0.237410071942446,-1,0.549549549549549,0.433333333333333,0.075,-1,-1,0.246376811594203,2.23308270676692,0.00259067357512954,0.76,0,2012
3.44827586206897,-1,1.35616438356164,-1,2.58333333333333,0.508771929824561,0.351796407185629,1.32432432432432,0.162162162162162,2.73913043478261,5.93548387096774,0.237410071942446,-0.402777777777778,1.36697247706422,0.433333333333333,0.632911392405063,4.375,1.07228915662651,-1,0.883211678832117,0.463350785340314,0.91,3,2012
1.86666666666667,-1,0.146666666666667,6.16666666666667,-1,1.96014492753623,1.09436834094368,0.131578947368421,0.162162162162162,0.791666666666667,-1,1.54814814814815,-1,0.151785714285714,0.777777777777778,0.632911392405063,-1,-0.5,0.246376811594203,1.54814814814815,0.58005249343832,0.91,2,2012
0.387096774193548,-1,-0.434210526315789,0.743243243243243,-1,0.353146853146853,0.686274509803922,0.131578947368421,0.162162162162162,-1,-1,1.21323529411765,-1,1.36697247706422,0.319693094629156,-0.469135802469136,-1,-1,-0.385714285714286,1.21323529411765,0.933862433862434,0.85,1,2012
-1,-1,-0.0652173913043478,-1,-1,0.0203389830508476,0.906727828746177,2.225,0.0238095238095239,2.07142857142857,0.592592592592593,0.907258064516129,-1,3.07368421052632,0.906403940886699,1.37423312883436,1.26315789473684,1.30357142857143,0.323076923076923,0.246376811594203,1.67231638418079,0.86,0,2012
-1,5.61538461538462,-0.537634408602151,4.45070422535211,-1,0.934256055363322,0.975497702909648,1.09756097560976,-1,5.61538461538462,-1,1.27235772357724,-1,0.72,0.796068796068796,-0.236686390532544,-1,-0.258620689655172,1.73015873015873,2.25757575757576,1.16201117318436,0.75,3,2012
-1,-1,-0.0652173913043478,-1,1.96551724137931,-0.128378378378378,0.16390977443609,0.0238095238095239,0.0238095238095239,-1,-1,-0.153543307086614,-1,-1,0.360097323600973,0.824242424242424,-1,2.55045871559633,1.015625,-1,0.295890410958904,0.96,1,2012
-1,-1,0.911111111111111,1.26315789473684,-1,0.472602739726028,0.498484848484849,3.41025641025641,-1,-1,2.30769230769231,0.726907630522089,-1,0.277227722772277,0.360097323600973,0.0238095238095239,-1,0.121739130434783,0.323076923076923,0.246376811594203,0.417582417582417,0.62,2,2012
10.9444444444444,-1,0.911111111111111,-0.402777777777778,-1,0.392086330935252,0.032,-1,0.433333333333333,-1,2.18518518518519,-0.46583850931677,-1,-0.245614035087719,0.406542056074766,0.149732620320856,4.86363636363636,-1,-1,0.853448275862069,-0.169527896995708,0.84,0,2012
0.954545454545454,-1,-0.0652173913043478,2.85074626865672,-1,0.876363636363636,1.30041152263374,0.433333333333333,-1,2.90909090909091,-1,0.92948717948718,-1,0.535714285714286,1.5779376498801,0.387096774193548,0.791666666666667,-1,3.0952380952381,0.0932203389830508,1.48997772828508,0.84,2,2012
3.0952380952381,-1,0.911111111111111,-1,1.26315789473684,-0.23758865248227,-0.143426294820717,-1,1.96551724137931,0.869565217391304,7.95833333333333,-0.330218068535826,-1,0.535714285714286,-0.00462962962962965,0.869565217391304,4.86363636363636,-0.574257425742574,-1,-0.277310924369748,0.0193965517241379,0.9,1,2012
-1,3.3,1.93181818181818,3.56060606060606,-1,1.53874538745387,1.48760330578512,1.96551724137931,1.96551724137931,0.869565217391304,2.18518518518519,1.66123778501629,-1,1.34545454545455,1.36038186157518,-0.317460317460317,-1,-0.14,2.359375,0.0932203389830508,1.59151785714286,0.92,3,2012
5.61538461538462,9.75,-0.104166666666667,1.35616438356164,-1,-0.0258899676375405,0.28166915052161,1.74468085106383,-1,1.15,1.96551724137931,-0.250871080139373,-1,1.89887640449438,0.6796875,-0.711409395973154,-1,-0.218181818181818,-1,0.124183006535948,0.425414364640884,0.81,0,2012
-1,3.77777777777778,3.34831460674157,-0.434210526315789,2.30769230769231,1.14285714285714,0.951588502269289,-0.122448979591837,3.77777777777778,-1,1.96551724137931,0.524822695035461,-1,0.402173913043478,1.26912928759894,0.791666666666667,1.15,-0.218181818181818,-0.173076923076923,1.00666666666667,1.04761904761905,0.8,3,2012
-1,-1,0.357894736842105,3.98550724637681,4.16,1.59731543624161,0.21577380952381,2.73913043478261,0.791666666666667,1.15,-1,1.00358422939068,31,-0.075268817204301,-0.343511450381679,0.178082191780822,-1,-0.218181818181818,0.686274509803921,-0.724358974358974,-0.768817204301075,0.77,1,2012
2.07142857142857,3.77777777777778,-0.104166666666667,3.98550724637681,-1,1.44481605351171,1.15653495440729,4.86363636363636,-0.122448979591837,-1,-1,1.49275362318841,0.178082191780822,0.89010989010989,0.913612565445026,-0.122448979591837,-1,0.18348623853211,0.686274509803921,0.124183006535948,0.796657381615599,0.87,2,2012
9.75,-1,1.19387755102041,-0.338461538461538,1.38888888888889,0.745387453874539,0.287425149700599,-1,2.225,1.15,-1,0.417582417582418,-1,1.24347826086957,0.19746835443038,0.441340782122905,3.3,-1,-1,-1,0.096938775510204,0.86,0,2012
-1,8.55555555555556,-0.148514851485149,4.93103448275862,1.38888888888889,1.93181818181818,1.30474732006126,3.41025641025641,-1,-1,2.18518518518519,0.417582417582418,-1,2.45535714285714,1.94210526315789,0.691011235955056,-1,-1,1.94520547945206,1.28723404255319,0.782383419689119,0.84,3,2012
0.791666666666667,1.04761904761905,0.29,2.52459016393443,-1,1.41573033707865,0.824242424242424,0.0238095238095239,0.0238095238095239,-1,0.535714285714286,1.07806691449814,-1,0.0932203389830508,0.649616368286445,1.45714285714286,0.34375,-1,1.32432432432432,-0.561224489795918,0.551546391752577,0.82,1,2012
2.73913043478261,-1,0.29,1.04761904761905,-1,-0.0652173913043478,0.621417797888386,-1,0.0238095238095239,3.52631578947368,0.535714285714286,-0.223826714801444,-0.410958904109589,0.853448275862069,1.2279792746114,0.194444444444444,3.3,-0.552083333333333,0.72,-1,0.898701298701299,0.89,2,2012
-1,-1,1.08064516129032,-0.4625,0.387096774193548,-0.119453924914676,-0.0444444444444445,1.96551724137931,0.433333333333333,1.86666666666667,1.7741935483871,-0.19375,16.5185185185185,0.549549549549549,0.075,0.0424242424242425,-1,0.387096774193548,-1,0.936936936936937,-0.1,0.85,0,2012
1.6875,-1,-0.328125,-1,5.14285714285714,0.0308219178082192,-0.347586206896552,3.60714285714286,0.433333333333333,-1,10.5769230769231,-0.867692307692308,-1,-0.62280701754386,0.075,1.13664596273292,8.55555555555556,-0.0851063829787233,-1,-1,-0.604597701149425,0.76,3,2012
-1,-1,-1,1.23376623376623,-1,0.0308219178082192,0.637517630465444,0.433333333333333,-1,8.92307692307692,-1,0.501587301587302,-1,1.36697247706422,0.746192893401015,1.41875,1.04761904761905,-1,0.194444444444444,-1,1.16028708133971,0.85,1,2012
1.6875,2.58333333333333,0.365079365079365,2.44,-1,0.954545454545454,0.449438202247191,5.37037037037037,0.433333333333333,1.86666666666667,-1,0.501587301587302,-1,1.36697247706422,0.408060453400504,-1,-1,-0.0851063829787233,-1,0.535714285714286,0.105140186915888,0.81,2,2012
-1,-1,0.29,1.49275362318841,-1,0.764925373134328,0.254992319508448,-0.173076923076923,-0.173076923076923,-1,0.72,0.954545454545454,-1,0.449438202247191,-0.158924205378973,-1,-1,-0.475609756097561,0.457627118644068,-0.0652173913043478,-0.20159151193634,0.81,0,2012
-1,0.387096774193548,1.19387755102041,-0.402777777777778,0.653846153846154,0.433333333333333,0.391371340523883,-0.173076923076923,-0.173076923076923,-1,2.58333333333333,0.223577235772358,-1,0.954545454545454,0.49379652605459,0.168478260869565,-1,-1,0.457627118644068,3,0.506738544474394,0.84,2,2012
1.86666666666667,0.387096774193548,-0.148514851485149,-0.402777777777778,0.653846153846154,0.598513011152416,0.736024844720497,3.47916666666667,-0.173076923076923,-1,0.72,-0.133064516129032,-1,0.954545454545454,1.28030303030303,0.168478260869565,-1,-0.475609756097561,0.457627118644068,-0.0652173913043478,0.869565217391304,0.84,3,2012
-1,0.387096774193548,-0.148514851485149,2.16176470588235,-1,1.27169811320755,0.875389408099688,2.51020408163265,-0.173076923076923,4.05882352941177,2.58333333333333,0.404081632653061,-0.455696202531646,0.449438202247191,1.16624685138539,-0.306451612903226,-1,0.0617283950617284,0.457627118644068,0.255474452554745,0.506738544474394,0.85,1,2012
-1,-1,-0.0652173913043478,-1,-1,-0.0752688172043011,0.409836065573771,-0.104166666666667,0.829787234042553,-1,0.791666666666667,0.636678200692042,-1,1.60606060606061,0.238219895287958,0.109677419354839,-1,-0.211009174311927,0.246376811594203,-0.574257425742574,0.903645833333333,0.83,0,2012
-1,1.15,1.41573033707865,1.98611111111111,-1,0.89010989010989,0.743243243243243,0.829787234042553,2.82222222222222,-1,-1,1.58303886925795,-1,-0.586538461538461,0.122715404699739,0.686274509803922,-1,0.194444444444444,-0.385714285714286,-0.14,0.670984455958549,0.72,2,2012
0.72,1.15,1.41573033707865,1.98611111111111,-1,0.563636363636364,1.01359516616314,-0.104166666666667,-0.104166666666667,-1,0.791666666666667,0.178082191780822,-1,2.07142857142857,1.67297297297297,0.686274509803922,2.30769230769231,-0.211009174311927,2.96923076923077,-0.574257425742574,1.13874345549738,0.86,1,2012
0.72,1.15,-0.537634408602151,2.63380281690141,-1,1.22140221402214,0.743243243243243,0.829787234042553,-0.104166666666667,2.07142857142857,2.73913043478261,0.636678200692042,0.675324675324675,2.54639175257732,0.824933687002653,-0.173076923076923,-1,0.194444444444444,0.246376811594203,1.6875,0.555555555555556,0.86,3,2012
2.58333333333333,-1,1.23958333333333,-0.0114942528735632,-1,-0.238938053097345,0.105714285714286,2.39473684210526,2.39473684210526,-1,3.52631578947368,-0.250871080139373,-1,-0.131313131313131,0.353510895883777,0.121739130434783,-1,-0.128378378378378,-0.367647058823529,1.00518134715026,0.513196480938416,0.86,0,2012
2.58333333333333,-1,0.316326530612245,-0.511363636363636,5.78947368421053,0.0207715133531157,0.0427960057061341,-1,0.075,-1,16.2,-0.402777777777778,-1,0.316326530612245,0.353510895883777,1.30357142857143,18.1111111111111,-1,0.283582089552239,-0.57,0.253644314868805,0.94,3,2012
-1,-1,0.316326530612245,3.24691358024691,-1,1.22865853658537,0.809869375907112,4.97222222222222,0.075,-1,1.15,1.32851985559567,-1,0.316326530612245,0.461165048543689,0.902654867256637,2.58333333333333,-0.713333333333333,0.283582089552239,1.95767195767196,0.383040935672515,0.8,2,2012
6.81818181818182,-1,1.71578947368421,3.8375,-1,1.36697247706422,0.875,0.075,2.39473684210526,-1,1.15,0.211267605633803,-1,0.77319587628866,1.34158415841584,1.30357142857143,-1,0.170068027210884,0.283582089552239,-0.351758793969849,0.383040935672515,0.88,1,2012
-1,-1,1.09756097560976,2.359375,0.791666666666667,0.902654867256637,0.255474452554745,0.387096774193548,0.433333333333333,-1,-1,0.178082191780822,-1,0.869565217391304,0.312977099236641,-0.776041666666667,-1,-0.511363636363636,1.43396226415094,-0.16504854368932,-0.0631808278867102,0.87,0,2012
-1,-1,-0.494117647058824,1.64615384615385,-1,1.10222222222222,0.712389380530974,1.86666666666667,-1,-1,-1,0.482758620689655,-1,1.86666666666667,0.884020618556701,-0.0899470899470899,-1,-0.511363636363636,1.43396226415094,0.702970297029703,0.617256637168142,0.77,1,2012
-1,-1,0.0238095238095239,0.283582089552239,-1,1.30357142857143,0.320175438596491,6.96296296296296,-1,3.77777777777778,0.592592592592593,1.26315789473684,26.3636363636364,-0.547368421052632,-0.353383458646617,-0.0899470899470899,1.96551724137931,0.5,-0.218181818181818,2.54639175257732,-0.0631808278867102,0.78,2,2012
3.3,-1,-0.494117647058824,-1,4.86363636363636,0.704845814977974,0.320175438596491,1.86666666666667,-1,-1,13.3333333333333,-0.271186440677966,-1,-0.0851063829787233,0.768637532133676,0.85945945945946,7.26923076923077,-1,-1,-0.16504854368932,0.0327510917030569,0.88,3,2012
1.15,-1,-0.225225225225225,-0.469135802469136,1.26315789473684,-0.739393939393939,-0.713715046604527,-1,0.228571428571429,-1,-1,-0.870090634441088,2.71604938271605,-0.661417322834646,-0.59047619047619,-0.116438356164383,-1,0.398373983739837,-1,-0.729559748427673,-0.695035460992908,0.38,0,2012
1.15,1.09756097560976,0.172727272727273,6.37142857142857,1.26315789473684,1.90353697749196,0.900552486187845,2.90909090909091,-1,1.86666666666667,2.90909090909091,0.335403726708075,-1,1.86666666666667,1.35323383084577,-0.116438356164383,1.04761904761905,-0.658730158730159,0.829787234042553,0.387096774193548,0.461165048543689,0.86,1,2012
-1,-1,-0.225225225225225,0.075,-1,0.752351097178683,0.653846153846154,0.228571428571429,1.52941176470588,-1,0.869565217391304,2.35064935064935,-1,-0.661417322834646,-0.59047619047619,0.186206896551724,-1,0.762295081967213,-0.556701030927835,1.56291390728477,0.678048780487805,0.84,3,2012
6.16666666666667,3.41025641025641,1.41121495327103,0.075,-1,-0.0738461538461539,0.288828337874659,-1,0.228571428571429,5.14285714285714,5.14285714285714,-0.870090634441088,-1,1.48760330578512,1.24069478908189,0.804195804195804,3.3,-0.312,0.357894736842105,0.102564102564103,0.678048780487805,0.92,2,2012
-1,8.21428571428571,0.417582417582417,-0.522222222222222,-1,0.359683794466403,0.722650231124807,0.433333333333333,-1,-1,-1,1.21825396825397,-1,0.372340425531915,0.408060453400504,0.303030303030303,-1,0.0117647058823529,0.433333333333333,-0.367647058823529,0.884020618556701,0.77,0,2012
2.07142857142857,-1,-0.537634408602151,0.977011494252874,1.26315789473684,1.07228915662651,0.245426829268293,0.433333333333333,0.433333333333333,2.30769230769231,4.86363636363636,1.21825396825397,-1,-0.552083333333333,-0.361386138613861,-0.745562130177515,1.52941176470588,0.535714285714286,-0.295081967213115,-0.367647058823529,-0.133501259445844,0.83,1,2012
-1,-1,1.41573033707865,3.14457831325301,-1,1.80816326530612,0.653846153846154,0.433333333333333,1.96551724137931,2.30769230769231,-1,1.0395256916996,-1,0.372340425531915,0.408060453400504,-0.488095238095238,-1,-0.5,1.1864406779661,0.954545454545454,0.0886075949367089,0.86,2,2012
2.07142857142857,-1,-0.0652173913043478,3.14457831325301,-1,1.62195121951219,1.21028037383178,0.433333333333333,-1,2.30769230769231,-1,1.58,-1,2.86516853932584,0.974489795918367,0.036144578313253,-1,-1,0.433333333333333,-0.367647058823529,1,0.84,3,2012
5.78947368421053,-1,-0.511363636363636,3.49253731343284,-1,0.764925373134328,1.42900763358779,0.228571428571429,-1,-1,0.387096774193548,1.74812030075188,-1,2.23655913978495,1.2107969151671,1.11475409836066,-1,-1,0.433333333333333,1.064,1.98457583547558,0.83,2,2012
