"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"pred[4020]",0.0804535873080434,7.171455e-06,-0.00388254020531439,105.2,0.95,-0.00365654,0.00278124,NA,NA,NA,NA,NA,NA,NA
"pred[4021]",0.012432178495106,1.724555e-06,-0.000800835350510964,87.7,0.95,-0.000658758,0.00142616,NA,NA,NA,NA,NA,NA,NA
"pred[4022]",0.02361080497223,1.80453e-05,-0.000877218829737812,89.6,0.95,-0.000688548,0.00467106,NA,NA,NA,NA,NA,NA,NA
"pred[4023]",-0.076774302423102,-1.79511e-05,-0.00689727223533509,103.3,0.95,-0.000542577,0.00589786,NA,NA,NA,NA,NA,NA,NA
"pred[4024]",-0.021175446054498,-1.4756e-05,-0.00153116809791953,115.9,0.95,-0.000273558,0.00175661,NA,NA,NA,NA,NA,NA,NA
"pred[4025]",0.01293789557551,3.821325e-06,0.000108238073176016,139,0.95,-0.00115661,0.000515127,NA,NA,NA,NA,NA,NA,NA
"pred[4026]",-0.08375343818444,-3.028185e-05,0.000544312446583379,107,0.95,-0.0209058,0.000404544,NA,NA,NA,NA,NA,NA,NA
"pred[4027]",0.03873565956572,1.077255e-05,-0.0033905303073132,111.8,0.95,-0.00325557,0.000579997,NA,NA,NA,NA,NA,NA,NA
"pred[4028]",0.020943857025734,-3.014155e-06,0.000871195834222103,99.7,0.95,-0.00234432,0.00042168,NA,NA,NA,NA,NA,NA,NA
"pred[4029]",-0.0191628698764,-3.75669e-06,-0.00154948799972776,105.9,0.95,-0.000338486,0.00321986,NA,NA,NA,NA,NA,NA,NA
"pred[4030]",0.0274767090251,1.618585e-05,-0.00171605581673413,113.5,0.95,-0.00148234,0.000359865,NA,NA,NA,NA,NA,NA,NA
"pred[4031]",-0.043288338101744,1.013856e-05,0.00295687641633062,102.6,0.95,-0.000620773,0.00280879,NA,NA,NA,NA,NA,NA,NA
"pred[4032]",0.0434312781697048,1.58588e-05,-0.0015936633208574,115,0.95,-0.0014801,0.00135884,NA,NA,NA,NA,NA,NA,NA
"pred[4033]",0.0218909976643896,1.233065e-05,-0.00190579085560885,129.6,0.95,-0.000992777,0.000471148,NA,NA,NA,NA,NA,NA,NA
"pred[4034]",-0.0115266586419166,3.47091e-05,0.000431267759484322,97.8,0.95,-0.000572202,0.00355784,NA,NA,NA,NA,NA,NA,NA
"pred[4035]",-0.0328294385315206,3.15584e-06,0.00108318851431256,111.4,0.95,-0.00128085,0.000918949,NA,NA,NA,NA,NA,NA,NA
"pred[4036]",0.01537620939246,-3.798145e-06,-0.000275187321773993,83.9,0.95,-0.00243018,0.000485838,NA,NA,NA,NA,NA,NA,NA
"pred[4037]",0.015897667221166,1.49039e-05,-0.000892096838550848,94.5,0.95,-0.000725086,0.00355715,NA,NA,NA,NA,NA,NA,NA
"pred[4038]",-0.019202832073436,-1.658795e-05,-0.000245046473075217,75.8,0.95,-0.00173552,0.00189844,NA,NA,NA,NA,NA,NA,NA
"pred[4039]",-0.005038041376618,-2.3554e-05,-0.000443805847692602,102.9,0.95,-0.00221245,0.000375475,NA,NA,NA,NA,NA,NA,NA
"pred[4040]",0.007708971548852,-1.31022e-07,0.000194951042721004,77.4,0.95,-0.000554539,0.00198922,NA,NA,NA,NA,NA,NA,NA
"pred[4041]",-0.00031350083659146,7.59297e-06,8.85634863952711e-05,252.3,0.95,-0.000319267,0.00153466,NA,NA,NA,NA,NA,NA,NA
"pred[4042]",0.0334239431034188,-2.212875e-06,-0.0027408182959797,105.1,0.95,-0.00217434,0.000637509,NA,NA,NA,NA,NA,NA,NA
"pred[4043]",0.9915024752,1,1.00084379850268,144,0.95,0.999648,1.00241,NA,NA,NA,NA,NA,NA,NA
"pred[4044]",1.04719068,1.00001,0.998807386794558,103.9,0.95,0.99901,1.005,NA,NA,NA,NA,NA,NA,NA
"pred[4045]",-0.000842028932466,-3.808685e-06,4.35480776959513e-05,151.1,0.95,-0.000351106,0.000494319,NA,NA,NA,NA,NA,NA,NA
"pred[4046]",0.01029865911948,1.28602e-05,-0.000597969291563692,116,0.95,-0.000469061,0.00517364,NA,NA,NA,NA,NA,NA,NA
"pred[4047]",0.0040608129723744,-3.77182e-06,0.000275557380120988,96.3,0.95,-0.00264918,0.000747549,NA,NA,NA,NA,NA,NA,NA
"pred[4048]",0.03573036896721,-6.308405e-06,-0.00211183394857651,111.4,0.95,-0.00168047,0.000805362,NA,NA,NA,NA,NA,NA,NA
"pred[4049]",-0.012809095768554,-1.18046e-05,-0.00160901255555901,150.1,0.95,-0.000528061,0.000529191,NA,NA,NA,NA,NA,NA,NA
"pred[4050]",-0.01345481723108,-5.9413e-07,0.000266673903978498,107.1,0.95,-0.000540937,0.00181536,NA,NA,NA,NA,NA,NA,NA
"pred[4051]",0.056370804334574,4.228705e-06,-0.000681817732713999,101.5,0.95,-0.000552671,0.00879582,NA,NA,NA,NA,NA,NA,NA
"pred[4052]",-0.003418168934352,1.308145e-05,9.92996804247692e-05,166.2,0.95,-0.000510612,0.00107384,NA,NA,NA,NA,NA,NA,NA
"pred[4053]",0.007313258761398,2.42363e-05,0.000665913037535754,113.5,0.95,-0.00040866,0.00113913,NA,NA,NA,NA,NA,NA,NA
"pred[4054]",-0.030675099288854,-2.497635e-05,0.000472957078894097,84.4,0.95,-0.00627143,0.000375637,NA,NA,NA,NA,NA,NA,NA
"pred[4055]",0.009913446189234,3.185895e-05,-0.000846555687731044,165.9,0.95,-0.000645841,0.00148482,NA,NA,NA,NA,NA,NA,NA
"pred[4056]",-0.016512952945446,-7.697375e-06,0.000546915416004389,80.1,0.95,-0.00578623,0.000417587,NA,NA,NA,NA,NA,NA,NA
"pred[4057]",-0.025085781346248,-2.56503e-05,0.000564953733209387,112.5,0.95,-0.00637316,0.000424342,NA,NA,NA,NA,NA,NA,NA
"pred[4058]",0.011590786958728,5.067775e-06,-0.000832742494534202,101,0.95,-0.000671415,0.000538806,NA,NA,NA,NA,NA,NA,NA
"pred[4059]",0.006791115029466,4.99983e-07,0.000453573242352773,137,0.95,-0.000401159,0.000352872,NA,NA,NA,NA,NA,NA,NA
"pred[4060]",-0.031593971153462,-2.699935e-06,-0.00163442063853569,117.7,0.95,-0.000742015,0.0028715,NA,NA,NA,NA,NA,NA,NA
"pred[4061]",-0.038972841727699,-7.278135e-06,0.00123342793641797,110.5,0.95,-0.00223352,0.00114722,NA,NA,NA,NA,NA,NA,NA
"pred[4062]",-0.025221090719812,-1.612705e-05,0.000434114101156101,93.4,0.95,-0.00588501,0.000335962,NA,NA,NA,NA,NA,NA,NA
"pred[4063]",0.009692627241298,-2.10205e-05,-0.000122932709467526,138.6,0.95,-0.00651522,0.000609037,NA,NA,NA,NA,NA,NA,NA
"pred[4064]",0.0099678287117258,2.51086e-05,-0.000653438072370465,147,0.95,-0.000512955,0.00457519,NA,NA,NA,NA,NA,NA,NA
"pred[4065]",0.0783116947123132,1.643355e-05,-0.00238455885394841,98.5,0.95,-0.00221703,0.00700593,NA,NA,NA,NA,NA,NA,NA
"pred[4066]",0.013748401924212,1.117725e-05,-0.000668263836596277,82,0.95,-0.000554205,0.00235624,NA,NA,NA,NA,NA,NA,NA
"pred[4067]",0.035415069210474,5.939285e-06,-0.00117681211842447,114.4,0.95,-0.000854074,0.00165074,NA,NA,NA,NA,NA,NA,NA
"pred[4068]",0.058294766309402,7.090295e-06,-0.00132419560758905,89.1,0.95,-0.00115729,0.0117979,NA,NA,NA,NA,NA,NA,NA
"pred[4069]",0.014711596212808,1.656795e-05,-0.000559901665664573,73.1,0.95,-0.000423269,0.0047877,NA,NA,NA,NA,NA,NA,NA
"pred[4070]",0.02598962128786,-3.24278e-06,0.000921586587381473,89.8,0.95,-0.00272629,0.000401637,NA,NA,NA,NA,NA,NA,NA
"pred[4071]",-0.014924939976642,-1.64006e-05,0.000550725362682589,108.6,0.95,-0.00098383,0.000419415,NA,NA,NA,NA,NA,NA,NA
"pred[4072]",-0.0054999381026791,-1.5464e-05,-0.000117134100476757,80.2,0.95,-0.00312377,0.000558438,NA,NA,NA,NA,NA,NA,NA
"pred[4073]",-0.007001219124838,-3.020635e-06,-0.000473912803172105,104.7,0.95,-0.000378655,0.000427862,NA,NA,NA,NA,NA,NA,NA
"pred[4074]",0.069530811996069,8.420205e-06,-0.00152707866156939,97.7,0.95,-0.00138711,0.00763258,NA,NA,NA,NA,NA,NA,NA
"pred[4075]",-0.050711754450296,-1.544335e-05,0.00135208728670303,79.5,0.95,-0.00855714,0.00120772,NA,NA,NA,NA,NA,NA,NA
"pred[4076]",0.089511044846238,2.67818e-05,-0.00496097885214898,105.4,0.95,-0.00478375,0.00218888,NA,NA,NA,NA,NA,NA,NA
"pred[4077]",-0.0121613489051538,9.66609e-06,9.05205437471412e-05,125.9,0.95,-0.00042906,0.00236586,NA,NA,NA,NA,NA,NA,NA
"pred[4078]",-0.016999481208422,-9.350565e-06,-0.00153656339249286,108.3,0.95,-0.00025253,0.00152244,NA,NA,NA,NA,NA,NA,NA
"pred[4079]",-0.001035366161176,-5.12105e-07,-8.18965232879665e-05,260.1,0.95,-0.00146776,0.000276247,NA,NA,NA,NA,NA,NA,NA
"pred[4080]",-0.028199227674408,-1.505955e-06,-3.19594636177811e-05,107.7,0.95,-0.000495985,0.00354711,NA,NA,NA,NA,NA,NA,NA
"pred[4081]",0.995290354,1,0.999571033869772,131.4,0.95,0.999479,1.00164,NA,NA,NA,NA,NA,NA,NA
"pred[4082]",-0.000562941689258,-1.55923e-05,-0.000100251024095187,188.8,0.95,-0.00753194,0.000547011,NA,NA,NA,NA,NA,NA,NA
"pred[4083]",-0.031496777062984,-9.77297e-06,0.000712035968145475,86.1,0.95,-0.00432511,0.00060914,NA,NA,NA,NA,NA,NA,NA
"pred[4084]",0.01593277655818,-6.008555e-06,0.00140481813006965,97.2,0.95,-0.00111307,0.000769493,NA,NA,NA,NA,NA,NA,NA
"pred[4085]",0.050997118623776,1.469005e-05,-0.000993836872148879,100.5,0.95,-0.000842838,0.00582917,NA,NA,NA,NA,NA,NA,NA
"pred[4086]",2.01268448,2.00001,2.00092418014278,92.9,0.95,1.99778,2.00065,NA,NA,NA,NA,NA,NA,NA
"pred[4087]",-0.0013355820658,-5.89178e-07,-0.000162195496108908,341.5,0.95,-0.00323798,0.000396642,NA,NA,NA,NA,NA,NA,NA
"pred[4088]",-0.006719101553502,-6.67679e-06,7.6817324844991e-05,147.8,0.95,-0.000491997,0.00269254,NA,NA,NA,NA,NA,NA,NA
"pred[4089]",-0.007762425762658,-2.371525e-05,-0.000387035043383221,83.9,0.95,-0.00375534,0.000480598,NA,NA,NA,NA,NA,NA,NA
"pred[4090]",0.004006321423776,-1.86666e-05,-0.000180756509652019,208.8,0.95,-0.000658674,0.000742895,NA,NA,NA,NA,NA,NA,NA
"pred[4091]",-0.01369911877632,-2.06172e-05,-0.000755571248035825,95.5,0.95,-0.000639571,0.00104862,NA,NA,NA,NA,NA,NA,NA
"pred[4092]",-0.0180349806215056,-1.81815e-05,0.000492745865267636,138.3,0.95,-0.00442512,0.000377511,NA,NA,NA,NA,NA,NA,NA
"pred[4093]",-0.001718260087672,1.11958e-05,0.000101470985452989,101.7,0.95,-0.000328998,0.00343164,NA,NA,NA,NA,NA,NA,NA
"pred[4094]",0.005149615531266,1.96579e-05,0.000466406274423359,135.9,0.95,-0.00048594,0.00202526,NA,NA,NA,NA,NA,NA,NA
"pred[4095]",0.011695204891202,2.281815e-05,0.00100582184886402,81.8,0.95,-0.000594745,0.00390759,NA,NA,NA,NA,NA,NA,NA
"pred[4096]",7.47108822899999e-05,2.001995e-05,0.000144541330116044,558.7,0.95,-0.000399295,0.00589339,NA,NA,NA,NA,NA,NA,NA
"pred[4097]",0.00899464945169,7.57707e-06,-0.000483792256002203,115.2,0.95,-0.000388949,0.0022132,NA,NA,NA,NA,NA,NA,NA
"pred[4098]",-0.033769935105472,5.203585e-07,-0.00223464116609318,126.6,0.95,-0.000491376,0.00639221,NA,NA,NA,NA,NA,NA,NA
"pred[4099]",-0.0173042040840524,-1.27238e-05,-0.00127030406743822,84.6,0.95,-0.000942581,0.00131291,NA,NA,NA,NA,NA,NA,NA
"pred[4100]",-0.024802573577326,-2.864675e-05,0.0014481586679375,85.4,0.95,-0.00311417,0.00132394,NA,NA,NA,NA,NA,NA,NA
"pred[4101]",0.02019736949428,7.20155e-06,0.0013238389324229,106.3,0.95,-0.00197636,0.000631638,NA,NA,NA,NA,NA,NA,NA
"pred[4102]",0.05318973522,4.08871e-06,-0.0012345234248285,94.3,0.95,-0.0010732,0.00870305,NA,NA,NA,NA,NA,NA,NA
"pred[4103]",-0.015390216201452,-6.04279e-06,0.000758487458064429,79.1,0.95,-0.00487067,0.000621967,NA,NA,NA,NA,NA,NA,NA
"pred[4104]",0.013665937788664,6.18406e-07,-0.000568335655137825,83.2,0.95,-0.00198834,0.00105577,NA,NA,NA,NA,NA,NA,NA
"pred[4105]",1.009931564,0.999987,1.00046319398275,120.8,0.95,0.997905,1.00078,NA,NA,NA,NA,NA,NA,NA
"pred[4106]",0.057117996479414,-1.53077e-06,-0.00383393621343435,99.8,0.95,-0.00368014,0.00130874,NA,NA,NA,NA,NA,NA,NA
"pred[4107]",-0.006142361981116,-3.71585e-05,-0.000600636738264604,131.6,0.95,-0.00481462,0.000445468,NA,NA,NA,NA,NA,NA,NA
"pred[4108]",3.02711966,3,3.00265842950087,140.9,0.95,2.99817,3.00067,NA,NA,NA,NA,NA,NA,NA
"pred[4109]",-0.006518573883176,-1.86457e-05,-0.000215164790240308,70.7,0.95,-0.00368502,0.000358261,NA,NA,NA,NA,NA,NA,NA
"pred[4110]",0.02335583358502,-1.32078e-05,0.00145342059717488,129.6,0.95,-0.00182793,0.000411841,NA,NA,NA,NA,NA,NA,NA
"pred[4111]",0.004022302187854,-1.264835e-05,0.000578465846627737,128,0.95,-0.00668706,0.000459449,NA,NA,NA,NA,NA,NA,NA
"pred[4112]",2.05636816,1.999995,1.99747232858006,99.5,0.95,1.99767,2.00393,NA,NA,NA,NA,NA,NA,NA
"pred[4113]",0.0077347342654692,-5.0744815e-07,0.000462274778895537,94.9,0.95,-0.00121176,0.000530071,NA,NA,NA,NA,NA,NA,NA
"pred[4114]",3.00845264,2.99998,3.000474287917,122.2,0.95,2.99614,3.00071,NA,NA,NA,NA,NA,NA,NA
"pred[4115]",0.06405068667866,-5.676805e-06,-0.00365111973267048,108.4,0.95,-0.0034572,0.00160929,NA,NA,NA,NA,NA,NA,NA
"pred[4116]",-0.043191067018158,-1.854315e-05,0.0028336635122415,105.4,0.95,-0.000579309,0.0026896,NA,NA,NA,NA,NA,NA,NA
"pred[4117]",-0.010459087513318,-2.341945e-05,0.000580090372392144,140.2,0.95,-0.000408103,0.000444821,NA,NA,NA,NA,NA,NA,NA
"pred[4118]",-0.022031160744208,3.696335e-06,-0.0012370805085562,77.3,0.95,-0.00302796,0.00146298,NA,NA,NA,NA,NA,NA,NA
"pred[4119]",0.03141944202991,1.054345e-06,-0.000880438435328609,83.4,0.95,-0.000743569,0.00534397,NA,NA,NA,NA,NA,NA,NA
"pred[4120]",0.03432563497468,9.40949e-06,-0.000875682342812185,111.7,0.95,-0.000733864,0.00257861,NA,NA,NA,NA,NA,NA,NA
"pred[4121]",0.0643453429301242,-2.027575e-06,-0.00327346313765153,94.1,0.95,-0.00307213,0.0037781,NA,NA,NA,NA,NA,NA,NA
"pred[4122]",0.001863490554226,-4.134885e-06,-0.000298987221429917,402.7,0.95,-0.00273298,0.000448371,NA,NA,NA,NA,NA,NA,NA
"pred[4123]",-0.00114017769662,1.387655e-05,-7.89504346669079e-05,114.5,0.95,-0.000511773,0.000734456,NA,NA,NA,NA,NA,NA,NA
"pred[4124]",-0.035422861777802,-9.763055e-07,0.00123436371472238,102.7,0.95,-0.00232141,0.00113335,NA,NA,NA,NA,NA,NA,NA
"pred[4125]",0.00914539623098,1.30481e-05,-0.000501683545381594,103.3,0.95,-0.000387399,0.0028659,NA,NA,NA,NA,NA,NA,NA
"pred[4126]",-0.008893959841166,-1.932425e-06,0.000246536209164816,141.1,0.95,-0.000413318,0.00660247,NA,NA,NA,NA,NA,NA,NA
"pred[4127]",1.94094698,2.00001,1.99509332371095,101,0.95,1.99891,2.00454,NA,NA,NA,NA,NA,NA,NA
"pred[4128]",-0.03220502553636,-1.20414e-05,0.00313811397834707,120.4,0.95,-0.000558859,0.00563702,NA,NA,NA,NA,NA,NA,NA
"pred[4129]",0.0350077367579172,5.864125e-06,0.00207702618452115,101,0.95,-0.00355835,0.000559737,NA,NA,NA,NA,NA,NA,NA
"pred[4130]",-0.0689999685076374,3.508665e-07,0.000824629365012636,94.7,0.95,-0.0113443,0.000704587,NA,NA,NA,NA,NA,NA,NA
"pred[4131]",0.012194111237844,4.053945e-05,0.000676045257678365,78.8,0.95,-0.000498402,0.00739718,NA,NA,NA,NA,NA,NA,NA
"pred[4132]",0.045134958323652,-3.832795e-06,-0.00108889077160744,89.3,0.95,-0.00095196,0.00592496,NA,NA,NA,NA,NA,NA,NA
"pred[4133]",0.029996583699424,9.30485e-06,-0.000734137408007594,98,0.95,-0.000578987,0.0060204,NA,NA,NA,NA,NA,NA,NA
"pred[4134]",-0.021124333850634,-1.30889e-05,0.000491946655141971,125.1,0.95,-0.0021983,0.000393904,NA,NA,NA,NA,NA,NA,NA
"pred[4135]",0.018595948527596,2.5634e-05,-0.0008447491560767,99.4,0.95,-0.000673758,0.00796247,NA,NA,NA,NA,NA,NA,NA
"pred[4136]",0.033950464544512,3.928525e-06,-0.000882605264956723,101.9,0.95,-0.000721091,0.00464358,NA,NA,NA,NA,NA,NA,NA
"pred[4137]",-0.027909911788568,-1.075895e-05,0.00133754902264283,124.4,0.95,-0.000555471,0.00370994,NA,NA,NA,NA,NA,NA,NA
"pred[4138]",0.065384705184612,1.582285e-05,-0.000718292982423369,84.4,0.95,-0.000573222,0.0152657,NA,NA,NA,NA,NA,NA,NA
"pred[4139]",-0.010536716617772,-4.313565e-06,0.000813455174884277,103.2,0.95,-0.00115867,0.000657501,NA,NA,NA,NA,NA,NA,NA
"pred[4140]",-0.033058124410951,-5.951985e-06,0.00252108779358955,98.8,0.95,-0.00037758,0.00240726,NA,NA,NA,NA,NA,NA,NA
"pred[4141]",-0.0074732159317176,2.25569e-05,-0.000276814579396989,134.9,0.95,-0.000420327,0.00147487,NA,NA,NA,NA,NA,NA,NA
"pred[4142]",0.01030623596345,-3.03724e-06,-0.000590433711357697,124.9,0.95,-0.00121649,0.000312569,NA,NA,NA,NA,NA,NA,NA
"pred[4143]",0.0165259530679656,-1.05318e-05,0.000397042557174935,153.1,0.95,-0.00298373,0.00048628,NA,NA,NA,NA,NA,NA,NA
"pred[4144]",0.05127805582586,-3.129605e-06,-0.00155062854798708,116.3,0.95,-0.00139934,0.00178017,NA,NA,NA,NA,NA,NA,NA
"pred[4145]",-0.020721745115422,-2.20694e-05,0.000433057610266649,102.3,0.95,-0.0055252,0.000339147,NA,NA,NA,NA,NA,NA,NA
"pred[4146]",-0.020685694596512,2.496775e-05,-0.00180996662978394,103,0.95,-0.000646608,0.00173967,NA,NA,NA,NA,NA,NA,NA
"pred[4147]",-0.03770881893044,2.571665e-06,-0.00198548806214882,119,0.95,-0.000412403,0.00353326,NA,NA,NA,NA,NA,NA,NA
"pred[4148]",-0.0363759406147,-3.12374e-05,0.00049223788384226,92,0.95,-0.00659083,0.000372287,NA,NA,NA,NA,NA,NA,NA
"pred[4149]",0.00507472083416,-7.408995e-06,-0.000240647301703417,104.9,0.95,-0.00279209,0.000463311,NA,NA,NA,NA,NA,NA,NA
"pred[4150]",-0.0451916155140696,-8.09273e-06,0.000591138477995753,114.3,0.95,-0.00732613,0.000445584,NA,NA,NA,NA,NA,NA,NA
"pred[4151]",0.016409201812279,1.332325e-05,-0.000425467412499511,89.4,0.95,-0.00032676,0.00525037,NA,NA,NA,NA,NA,NA,NA
"pred[4152]",-0.0273293285282592,-9.2148e-06,0.00165179281206992,96.7,0.95,-0.00107178,0.00153056,NA,NA,NA,NA,NA,NA,NA
"pred[4153]",1.983982146,1.99999,1.9991663319961,125,0.95,1.99947,2.00289,NA,NA,NA,NA,NA,NA,NA
"pred[4154]",-0.011066232694704,-4.49945e-06,-0.000672091583119205,95.5,0.95,-0.000784191,0.00076469,NA,NA,NA,NA,NA,NA,NA
"pred[4155]",-0.009067773019374,-1.404205e-06,-1.73404077209449e-05,86,0.95,-0.000413601,0.00259211,NA,NA,NA,NA,NA,NA,NA
"pred[4156]",0.051543427904744,4.050475e-06,-0.00258368463506591,105.2,0.95,-0.00246094,0.00213148,NA,NA,NA,NA,NA,NA,NA
"pred[4157]",-0.018872140172384,7.296565e-06,0.000129293309326872,112.6,0.95,-0.00045774,0.00502335,NA,NA,NA,NA,NA,NA,NA
"pred[4158]",-0.0173851796683114,3.350345e-05,0.000572333380557177,128.1,0.95,-0.000579417,0.00604455,NA,NA,NA,NA,NA,NA,NA
"pred[4159]",2.02640304,2.00003,1.99920558404123,87.6,0.95,1.99938,2.00731,NA,NA,NA,NA,NA,NA,NA
"pred[4160]",-0.0677376183266,9.854925e-07,0.00105909221041186,96.6,0.95,-0.00942039,0.000941506,NA,NA,NA,NA,NA,NA,NA
"pred[4161]",-0.050967805959142,-6.484985e-06,0.00407567816853113,100.5,0.95,-0.00046934,0.00369211,NA,NA,NA,NA,NA,NA,NA
"pred[4162]",0.002676439323522,1.11658e-05,-0.000132924004125727,76.5,0.95,-0.000424446,0.00295828,NA,NA,NA,NA,NA,NA,NA
"pred[4163]",-0.034252530259674,3.653e-06,0.00250489586633904,97.5,0.95,-0.000572845,0.00238954,NA,NA,NA,NA,NA,NA,NA
"pred[4164]",0.017838130146178,-2.044025e-06,0.00171336555284397,104,0.95,-0.00114069,0.000544879,NA,NA,NA,NA,NA,NA,NA
"pred[4165]",-0.0026871936380644,6.043365e-07,-2.13232250984019e-05,157.3,0.95,-0.000297948,0.000323567,NA,NA,NA,NA,NA,NA,NA
"pred[4166]",-0.0678202530971872,-1.27414e-05,0.00418090832879761,108.8,0.95,-0.00149298,0.0036087,NA,NA,NA,NA,NA,NA,NA
"pred[4167]",0.017339903544124,2.13025e-05,-0.000702846286955946,91.4,0.95,-0.000527452,0.00531394,NA,NA,NA,NA,NA,NA,NA
"pred[4168]",0.038779229825942,5.787205e-06,-0.00102091920495519,93,0.95,-0.000881511,0.00432755,NA,NA,NA,NA,NA,NA,NA
"pred[4169]",0.032598397410194,7.17412e-06,-0.00199653843136766,84.6,0.95,-0.00184906,0.00226675,NA,NA,NA,NA,NA,NA,NA
"pred[4170]",-0.030647308177738,-1.80954e-05,0.00145135149549806,93.2,0.95,-0.00224758,0.0013516,NA,NA,NA,NA,NA,NA,NA
"pred[4171]",-0.05802269535044,-9.32829e-06,0.000811736650963947,88.5,0.95,-0.00968274,0.00069828,NA,NA,NA,NA,NA,NA,NA
"pred[4172]",0.00638664930544,4.428335e-05,2.92568440644866e-05,84.2,0.95,-0.000709278,0.00507181,NA,NA,NA,NA,NA,NA,NA
"pred[4173]",-0.0062087211697482,-2.598775e-05,-0.000478561319372517,102.5,0.95,-0.0034429,0.000478839,NA,NA,NA,NA,NA,NA,NA
"pred[4174]",-0.010688152901668,-2.437535e-05,-0.000195933379343649,79,0.95,-0.00745426,0.000925802,NA,NA,NA,NA,NA,NA,NA
"pred[4175]",-0.0046099439655648,1.12807e-05,-3.34369911539345e-05,127.1,0.95,-0.000463179,0.00407306,NA,NA,NA,NA,NA,NA,NA
"pred[4176]",0.03443976237123,-8.66803e-06,-7.3353066116443e-05,102.1,0.95,-0.00432992,0.00044669,NA,NA,NA,NA,NA,NA,NA
"pred[4177]",-0.00946211862351,-1.15771e-05,0.00035807242472478,102.7,0.95,-0.00122748,0.000285849,NA,NA,NA,NA,NA,NA,NA
"pred[4178]",-0.0289571055281,-4.414235e-05,0.000624356657937232,113,0.95,-0.00274329,0.000488556,NA,NA,NA,NA,NA,NA,NA
"pred[4179]",0.0384884300121864,2.75026e-06,-0.00111555628766686,86.1,0.95,-0.000986966,0.0077804,NA,NA,NA,NA,NA,NA,NA
"pred[4180]",0.011539312157124,5.44896e-07,-0.000554336534743358,107,0.95,-0.00176694,0.000525578,NA,NA,NA,NA,NA,NA,NA
"pred[4181]",0.01442036422674,1.400565e-05,-0.00078887935755121,111.1,0.95,-0.000621588,0.00535776,NA,NA,NA,NA,NA,NA,NA
"pred[4182]",-0.0270714835345304,1.3543985e-06,0.00100988136435571,93.2,0.95,-0.00247476,0.000903018,NA,NA,NA,NA,NA,NA,NA
"pred[4183]",-0.000844382648412,-1.301345e-05,-6.80382969693305e-05,370,0.95,-0.00219082,0.000365797,NA,NA,NA,NA,NA,NA,NA
"pred[4184]",-0.002737842845144,-8.347995e-06,-3.8854793825871e-05,80.7,0.95,-0.000455469,0.000707344,NA,NA,NA,NA,NA,NA,NA
"pred[4185]",-0.013216122391198,9.40196e-06,-0.000227863017243646,109.3,0.95,-0.00051538,0.0028428,NA,NA,NA,NA,NA,NA,NA
"pred[4186]",0.01213620639038,-1.111456e-05,0.00064088996305102,131,0.95,-0.000764421,0.000451487,NA,NA,NA,NA,NA,NA,NA
"pred[4187]",-0.009232481695082,3.365745e-06,-0.000385563779670584,118.1,0.95,-0.000627059,0.00200034,NA,NA,NA,NA,NA,NA,NA
"pred[4188]",0.019661129352654,-1.19701e-05,0.00208522613714555,120.6,0.95,-0.00535093,0.000513231,NA,NA,NA,NA,NA,NA,NA
"pred[4189]",0.036510804566656,3.44649e-06,-0.00176598741624908,112.7,0.95,-0.00164549,0.000425767,NA,NA,NA,NA,NA,NA,NA
"pred[4190]",-0.022660208564168,3.317315e-06,0.00124985360467828,107.3,0.95,-0.000566955,0.00112913,NA,NA,NA,NA,NA,NA,NA
"pred[4191]",-0.010488525442445,1.487875e-08,-0.00024142268680416,101.1,0.95,-0.000302883,0.00114148,NA,NA,NA,NA,NA,NA,NA
"pred[4192]",-0.026940893875596,-5.612855e-06,0.000922695137226959,91.2,0.95,-0.00238143,0.000803159,NA,NA,NA,NA,NA,NA,NA
"pred[4193]",-0.02710153379671,-4.11341e-06,0.00187126269819566,91.5,0.95,-0.00129148,0.0017751,NA,NA,NA,NA,NA,NA,NA
"pred[4194]",-0.0433999767776669,-2.25891e-05,0.00175087952661147,99,0.95,-0.00277883,0.00162386,NA,NA,NA,NA,NA,NA,NA
"pred[4195]",0.0061968915514952,-4.604055e-07,0.000711987267546674,117,0.95,-0.000329101,0.000310574,NA,NA,NA,NA,NA,NA,NA
"pred[4196]",0.017649864160632,1.580745e-05,-0.000778929316926913,88,0.95,-0.000644986,0.00350872,NA,NA,NA,NA,NA,NA,NA
"pred[4197]",-0.008268676781722,-1.524085e-05,0.000582311575999299,130.4,0.95,-0.00434012,0.000453757,NA,NA,NA,NA,NA,NA,NA
"pred[4198]",0.025251834276968,3.27064e-05,-0.000701667315687623,116.9,0.95,-0.00055442,0.00191259,NA,NA,NA,NA,NA,NA,NA
"pred[4199]",-0.007314716253,3.956545e-06,0.000529098767493963,131.3,0.95,-0.000523573,0.00484645,NA,NA,NA,NA,NA,NA,NA
"pred[4200]",0.0571366353892,1.250005e-06,-0.00378804087969944,100.5,0.95,-0.00361991,0.000832435,NA,NA,NA,NA,NA,NA,NA
"pred[4201]",0.097151033941036,3.878705e-06,-0.00252081898896503,90.7,0.95,-0.00233153,0.0123551,NA,NA,NA,NA,NA,NA,NA
"pred[4202]",-0.057487665484232,-1.379353e-06,0.00455564857709512,93.2,0.95,-0.00103699,0.00440053,NA,NA,NA,NA,NA,NA,NA
