"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"pred[7099]",-0.040139384313368,-1.258985e-05,0.00118920949430318,97.1,0.95,-0.00531822,0.00104473,NA,NA,NA,NA,NA,NA,NA
"pred[7100]",-0.025594979077228,-3.49054e-06,-0.00222624504382463,113.3,0.95,-0.000472426,0.00189252,NA,NA,NA,NA,NA,NA,NA
"pred[7101]",0.021649791884016,1.416455e-06,-0.000631630659382496,95.5,0.95,-0.000521795,0.00304674,NA,NA,NA,NA,NA,NA,NA
"pred[7102]",0.034906366279906,1.42631e-05,-0.000558236937462075,98.6,0.95,-0.000466349,0.00505414,NA,NA,NA,NA,NA,NA,NA
"pred[7103]",0.0322135754655182,-1.924222e-06,0.0023690857824756,91.3,0.95,-0.00280451,0.000347619,NA,NA,NA,NA,NA,NA,NA
"pred[7104]",0.00708641062671422,1.0638585e-05,0.000720593055683364,116.4,0.95,-0.00050961,0.00215482,NA,NA,NA,NA,NA,NA,NA
"pred[7105]",0.013106401982402,1.236275e-05,-0.000532644197140933,102,0.95,-0.000447718,0.000645353,NA,NA,NA,NA,NA,NA,NA
"pred[7106]",-0.01594640618208,-8.117455e-06,-0.000982212425054918,106.6,0.95,-0.000386484,0.0014339,NA,NA,NA,NA,NA,NA,NA
"pred[7107]",0.001757498557532,2.453785e-05,1.05516130115576e-05,58.8,0.95,-0.00059317,0.00445422,NA,NA,NA,NA,NA,NA,NA
"pred[7108]",0.0438529391834271,1.318145e-05,-0.000460840974290784,93.1,0.95,-0.000350685,0.00931194,NA,NA,NA,NA,NA,NA,NA
"pred[7109]",-0.00382649704516,1.225675e-05,4.7884164906975e-05,269.6,0.95,-0.000688605,0.00972937,NA,NA,NA,NA,NA,NA,NA
"pred[7110]",-0.03437586006518,-2.922075e-06,-0.00108970784983553,101.2,0.95,-0.000415588,0.00377328,NA,NA,NA,NA,NA,NA,NA
"pred[7111]",0.04826609201054,1.0479985e-05,-0.0022528481985849,100.7,0.95,-0.00215422,0.00271605,NA,NA,NA,NA,NA,NA,NA
"pred[7112]",0.042743470277567,1.347615e-05,-0.000568282205038982,99.8,0.95,-0.000436353,0.00788608,NA,NA,NA,NA,NA,NA,NA
"pred[7113]",0.009189834543282,2.3937e-06,-0.000430229629988836,125.3,0.95,-0.000329954,0.000306435,NA,NA,NA,NA,NA,NA,NA
"pred[7114]",2.07352368,2.00005,1.99556971461613,91.7,0.95,1.99592,2.0048,NA,NA,NA,NA,NA,NA,NA
"pred[7115]",1.049823214,1.00001,1.00422126289642,118.1,0.95,0.995922,1.00063,NA,NA,NA,NA,NA,NA,NA
"pred[7116]",-0.035552285437924,-1.71024e-05,-0.00278084795832267,88.8,0.95,-0.00145962,0.00274296,NA,NA,NA,NA,NA,NA,NA
"pred[7117]",-0.03641500795028,2.041435e-06,-0.00206242116549094,99,0.95,-0.000295111,0.00389928,NA,NA,NA,NA,NA,NA,NA
"pred[7118]",0.01513245777261,2.642995e-05,-0.000608424802803692,79.5,0.95,-0.000456304,0.007046,NA,NA,NA,NA,NA,NA,NA
"pred[7119]",0.00038108952703,1.602805e-05,-0.000147708180899986,826,0.95,-0.000421605,0.00759315,NA,NA,NA,NA,NA,NA,NA
"pred[7120]",0.006241826005982,9.95661e-06,0.000425048679501599,85.7,0.95,-0.000328776,0.00335625,NA,NA,NA,NA,NA,NA,NA
"pred[7121]",0.012612491009782,2.73951e-05,-0.000740627294754677,100.2,0.95,-0.000540069,0.00378637,NA,NA,NA,NA,NA,NA,NA
"pred[7122]",-0.039679370972084,-4.013005e-05,0.000545379403605535,106.4,0.95,-0.0163548,0.000403736,NA,NA,NA,NA,NA,NA,NA
"pred[7123]",-0.000328162786748,-4.773205e-06,0.000142880213005674,334.6,0.95,-0.00193867,0.000299195,NA,NA,NA,NA,NA,NA,NA
"pred[7124]",0.04268527749549,7.521315e-06,-0.000999209318694295,96.7,0.95,-0.000892402,0.00545679,NA,NA,NA,NA,NA,NA,NA
"pred[7125]",-0.049423865893596,-1.56399e-05,0.00151005426552163,103.4,0.95,-0.00396707,0.00136774,NA,NA,NA,NA,NA,NA,NA
"pred[7126]",0.017490010897732,-5.28196e-06,-0.000469969491377474,79.9,0.95,-0.000352125,0.00387668,NA,NA,NA,NA,NA,NA,NA
"pred[7127]",0.0336305348824914,1.17925e-05,-0.000869160797840836,93.3,0.95,-0.000691418,0.00588586,NA,NA,NA,NA,NA,NA,NA
"pred[7128]",0.03027081822631,3.28342e-06,-0.00100547557920205,93.8,0.95,-0.000840148,0.00501294,NA,NA,NA,NA,NA,NA,NA
"pred[7129]",1.016333124,1.00002,0.99936730408068,103.4,0.95,0.999483,1.00407,NA,NA,NA,NA,NA,NA,NA
"pred[7130]",0.022574299515646,1.354085e-05,-0.000505426216166504,107.1,0.95,-0.000389944,0.00479014,NA,NA,NA,NA,NA,NA,NA
"pred[7131]",0.02449966969088,-3.124525e-06,-0.000527063803484776,83.1,0.95,-0.000428452,0.00437419,NA,NA,NA,NA,NA,NA,NA
"pred[7132]",-0.003667777150222,3.09069e-05,-0.000360086374802171,95.6,0.95,-0.000499541,0.00108361,NA,NA,NA,NA,NA,NA,NA
"pred[7133]",0.9591287742,0.999976,0.99758730347502,107.1,0.95,0.999303,1.00429,NA,NA,NA,NA,NA,NA,NA
"pred[7134]",-0.033061521278088,-2.00232e-07,0.00151638516336581,90.9,0.95,-0.00362102,0.00140068,NA,NA,NA,NA,NA,NA,NA
"pred[7135]",0.0294607207067382,9.453105e-06,-0.000544525607367264,91.7,0.95,-0.000441609,0.0065138,NA,NA,NA,NA,NA,NA,NA
"pred[7136]",-0.0438699865605236,-2.421265e-05,0.000645764021381876,103.9,0.95,-0.0118625,0.000499237,NA,NA,NA,NA,NA,NA,NA
"pred[7137]",2.07617134,1.99999,1.99822948099964,86,0.95,1.99851,2.01265,NA,NA,NA,NA,NA,NA,NA
"pred[7138]",-0.0302036194296386,-8.848645e-07,-0.00213708806793145,100.9,0.95,-0.000337339,0.0028625,NA,NA,NA,NA,NA,NA,NA
"pred[7139]",-0.07013424325864,-2.983275e-05,0.000598630704523762,111.5,0.95,-0.00900159,0.000482381,NA,NA,NA,NA,NA,NA,NA
"pred[7140]",0.04936498137646,1.07163e-05,-0.00106137177160612,99.4,0.95,-0.000838975,0.00877313,NA,NA,NA,NA,NA,NA,NA
"pred[7141]",3.06173596,3,2.99881273646081,85.5,0.95,2.99907,3.01286,NA,NA,NA,NA,NA,NA,NA
"pred[7142]",0.01596076206276,2.19856e-06,-0.000789073126133693,127,0.95,-0.000624923,0.00235227,NA,NA,NA,NA,NA,NA,NA
"pred[7143]",-0.01405381805339,-1.20515e-05,0.000612064704762094,74.6,0.95,-0.00330572,0.000489507,NA,NA,NA,NA,NA,NA,NA
"pred[7144]",-0.029989480124982,-5.945575e-06,0.00141437161061414,86.1,0.95,-0.00392186,0.00129059,NA,NA,NA,NA,NA,NA,NA
"pred[7145]",-0.022335398445368,-2.434535e-05,0.000565827431579992,110.3,0.95,-0.00890394,0.000446149,NA,NA,NA,NA,NA,NA,NA
"pred[7146]",0.0163450917794186,1.694975e-05,-0.000665135325359095,91.6,0.95,-0.000514693,0.00366336,NA,NA,NA,NA,NA,NA,NA
"pred[7147]",0.0189943200204976,4.997295e-06,-0.000509843068995396,92.7,0.95,-0.00041417,0.00263421,NA,NA,NA,NA,NA,NA,NA
"pred[7148]",-0.006900982902556,3.475655e-06,-0.000182717346126071,90.1,0.95,-0.000555587,0.00354799,NA,NA,NA,NA,NA,NA,NA
"pred[7149]",-0.002579450489102,9.11931e-06,4.92660886915186e-05,91.5,0.95,-0.000287086,0.00245229,NA,NA,NA,NA,NA,NA,NA
"pred[7150]",0.0456231732110564,6.69565e-06,-0.00105143395544386,105.9,0.95,-0.000933137,0.00391249,NA,NA,NA,NA,NA,NA,NA
"pred[7151]",0.06982506349404,1.77395e-05,-0.00116985229476549,94.2,0.95,-0.00100877,0.00937182,NA,NA,NA,NA,NA,NA,NA
"pred[7152]",0.0308507270559924,1.011594e-06,-0.00102566848064412,86.1,0.95,-0.000910949,0.00432988,NA,NA,NA,NA,NA,NA,NA
"pred[7153]",-0.004530403092044,-2.154535e-05,0.000185931516786031,74.4,0.95,-0.00069202,0.00117843,NA,NA,NA,NA,NA,NA,NA
"pred[7154]",2.99811448,2.99999,3.00027038824382,140.8,0.95,2.99876,3.00115,NA,NA,NA,NA,NA,NA,NA
"pred[7155]",0.038693921608654,3.81828e-05,-0.00132231397504409,86.9,0.95,-0.00105354,0.00922553,NA,NA,NA,NA,NA,NA,NA
"pred[7156]",0.016885968400636,2.145665e-05,-0.00057017840214727,86.9,0.95,-0.000419624,0.00558083,NA,NA,NA,NA,NA,NA,NA
"pred[7157]",0.00954288617276,-5.1236e-07,-0.000730721646856997,106.6,0.95,-0.000579052,0.000963492,NA,NA,NA,NA,NA,NA,NA
"pred[7158]",-0.016379858391585,1.829355e-05,0.000723454522293165,89.3,0.95,-0.000404689,0.00283488,NA,NA,NA,NA,NA,NA,NA
"pred[7159]",0.04125842681958,3.945975e-06,-0.00231410183034561,100.5,0.95,-0.00221247,0.00171801,NA,NA,NA,NA,NA,NA,NA
"pred[7160]",0.009706824875793,9.416005e-06,-0.000495672780087259,109.9,0.95,-0.000387087,0.00250769,NA,NA,NA,NA,NA,NA,NA
"pred[7161]",-0.040557075104214,-6.383135e-06,0.00206022985278503,101.8,0.95,-0.00179141,0.001971,NA,NA,NA,NA,NA,NA,NA
"pred[7162]",0.0248096493644272,9.334345e-06,-0.000401219342708437,81.8,0.95,-0.000302702,0.00627661,NA,NA,NA,NA,NA,NA,NA
"pred[7163]",0.0062913944930124,1.47608e-05,-0.000151391595591303,139.5,0.95,-0.000712081,0.000453274,NA,NA,NA,NA,NA,NA,NA
"pred[7164]",-0.0163041901375286,2.11389e-06,0.00101010615876223,88.8,0.95,-0.000734666,0.000919584,NA,NA,NA,NA,NA,NA,NA
"pred[7165]",0.016614771465928,9.510235e-06,-0.000726274321542568,103.5,0.95,-0.000600492,0.00123281,NA,NA,NA,NA,NA,NA,NA
"pred[7166]",0.0435972583555788,1.335355e-05,-0.000616802686004681,107.4,0.95,-0.000511788,0.0044173,NA,NA,NA,NA,NA,NA,NA
"pred[7167]",0.012058085798425,9.210735e-06,0.000514751755400211,63.7,0.95,-0.000538329,0.00922805,NA,NA,NA,NA,NA,NA,NA
"pred[7168]",-0.00653339727319,1.0115535e-05,0.000273036458949272,125.6,0.95,-0.000315721,0.00151748,NA,NA,NA,NA,NA,NA,NA
"pred[7169]",-0.003010119141706,-6.432265e-06,-9.56956408959542e-06,184.9,0.95,-0.000667972,0.00827836,NA,NA,NA,NA,NA,NA,NA
"pred[7170]",-0.050040065676198,-1.41321e-05,0.00362682660959255,92.7,0.95,-0.00179186,0.00349148,NA,NA,NA,NA,NA,NA,NA
"pred[7171]",-0.011062478052734,3.174795e-06,-0.000787245681560078,107.4,0.95,-0.000710205,0.00392507,NA,NA,NA,NA,NA,NA,NA
"pred[7172]",0.0095487744773174,6.674295e-06,0.000633605140212885,107.7,0.95,-0.000929822,0.000316162,NA,NA,NA,NA,NA,NA,NA
"pred[7173]",0.033568613708761,-8.00697e-06,0.00284845714130666,106.4,0.95,-0.0027316,0.000496168,NA,NA,NA,NA,NA,NA,NA
"pred[7174]",0.006160040874872,2.065385e-05,0.000403485656789069,77.8,0.95,-0.000391265,0.00152531,NA,NA,NA,NA,NA,NA,NA
"pred[7175]",0.0239759663033704,1.13953e-05,-0.000875888480786299,93.5,0.95,-0.00076137,0.00391014,NA,NA,NA,NA,NA,NA,NA
"pred[7176]",-0.0174982173804404,-1.72623e-05,0.0013627726668608,102.6,0.95,-0.000506439,0.00299718,NA,NA,NA,NA,NA,NA,NA
"pred[7177]",0.02325268837374,-4.84333e-06,0.000774994354793813,127.8,0.95,-0.00211721,0.000368719,NA,NA,NA,NA,NA,NA,NA
"pred[7178]",-0.052900142028566,-1.591085e-07,0.00424021114020283,96.3,0.95,-0.000393775,0.00412662,NA,NA,NA,NA,NA,NA,NA
"pred[7179]",-0.0424599998350372,-6.326535e-06,0.00197473375770813,91.4,0.95,-0.00332005,0.00183727,NA,NA,NA,NA,NA,NA,NA
"pred[7180]",0.0285857600690572,1.830965e-05,-0.00163440154472553,96.4,0.95,-0.0013913,0.00192728,NA,NA,NA,NA,NA,NA,NA
"pred[7181]",0.012648497354516,2.070955e-05,-0.00081111889921091,134,0.95,-0.000646957,0.000530602,NA,NA,NA,NA,NA,NA,NA
"pred[7182]",0.97542724944,1.00001,0.998294655679534,98.2,0.95,0.9994,1.00197,NA,NA,NA,NA,NA,NA,NA
"pred[7183]",0.0113525968655152,3.265965e-05,-0.000849659896656164,106.5,0.95,-0.000660418,0.0040705,NA,NA,NA,NA,NA,NA,NA
"pred[7184]",-0.006176636392468,5.871175e-06,-0.000768071721250263,105.8,0.95,-0.000451207,0.00362123,NA,NA,NA,NA,NA,NA,NA
"pred[7185]",-0.071673698327206,-1.877935e-05,0.00052180981602293,100,0.95,-0.0184588,0.000403712,NA,NA,NA,NA,NA,NA,NA
"pred[7186]",-0.035694550541876,-1.054695e-05,-0.000634039531185238,99.8,0.95,-0.000390362,0.00427235,NA,NA,NA,NA,NA,NA,NA
"pred[7187]",0.0330368631919658,1.97184e-05,-0.000776761011881775,96.7,0.95,-0.000629991,0.00395514,NA,NA,NA,NA,NA,NA,NA
"pred[7188]",0.007834006435418,2.832255e-05,0.000138349735414015,51.3,0.95,-0.000576935,0.0099996,NA,NA,NA,NA,NA,NA,NA
"pred[7189]",-0.055248477496388,-1.31243e-05,0.000526936270967191,109.8,0.95,-0.0108285,0.0004143,NA,NA,NA,NA,NA,NA,NA
"pred[7190]",-0.010736252745404,4.183875e-06,-0.000592623757356026,93.8,0.95,-0.000467756,0.00211792,NA,NA,NA,NA,NA,NA,NA
"pred[7191]",1.015806284,1.00002,0.99933704306353,113,0.95,0.999493,1.00167,NA,NA,NA,NA,NA,NA,NA
"pred[7192]",0.0013102001445,-7.631255e-06,-0.000407856904135362,429.5,0.95,-0.000644349,0.00691982,NA,NA,NA,NA,NA,NA,NA
"pred[7193]",0.047934346127658,6.9766e-06,-0.000461554832922243,97.8,0.95,-0.000370824,0.00774252,NA,NA,NA,NA,NA,NA,NA
"pred[7194]",-0.021158919782668,-1.544775e-05,-0.00199665821135842,103.2,0.95,-0.000813358,0.00141146,NA,NA,NA,NA,NA,NA,NA
"pred[7195]",0.00881487026571,7.644665e-06,-0.000374665717328206,87.2,0.95,-0.000280914,0.00490377,NA,NA,NA,NA,NA,NA,NA
"pred[7196]",0.008559627325282,-1.47531e-06,-0.000321329924336155,149.9,0.95,-0.000868928,0.000400899,NA,NA,NA,NA,NA,NA,NA
"pred[7197]",-0.03459612780309,-2.023075e-05,0.00142917174233945,112.6,0.95,-0.000959507,0.00129012,NA,NA,NA,NA,NA,NA,NA
"pred[7198]",0.007840268567084,1.488066e-06,-0.0001122016562297,111.9,0.95,-0.00079744,0.000347713,NA,NA,NA,NA,NA,NA,NA
"pred[7199]",0.023001238421432,-5.23024e-06,0.000979048250796162,96.7,0.95,-0.00230467,0.000460323,NA,NA,NA,NA,NA,NA,NA
"pred[7200]",-0.011487223001868,-7.83062e-06,-1.07195929173187e-05,122.5,0.95,-0.000497286,0.00129945,NA,NA,NA,NA,NA,NA,NA
"pred[7201]",0.070896196205216,-8.00257e-06,-0.00247478090017537,103.6,0.95,-0.00232333,0.00499373,NA,NA,NA,NA,NA,NA,NA
"pred[7202]",3.082234,3,2.9962685503261,97.8,0.95,2.99652,3.00672,NA,NA,NA,NA,NA,NA,NA
"pred[7203]",-0.00640403956461,6.582185e-06,3.19353053068738e-06,104.9,0.95,-0.000456525,0.00306465,NA,NA,NA,NA,NA,NA,NA
"pred[7204]",0.0175821729368,2.261735e-05,-0.000509968254214513,132.7,0.95,-0.000394503,0.000311531,NA,NA,NA,NA,NA,NA,NA
"pred[7205]",-0.0057036670174,-6.4743e-06,8.57944732937099e-05,82.2,0.95,-0.00121537,0.000691506,NA,NA,NA,NA,NA,NA,NA
"pred[7206]",0.011881864810214,2.117475e-05,-0.000814720347694417,92.7,0.95,-0.000675715,0.00584378,NA,NA,NA,NA,NA,NA,NA
"pred[7207]",-0.00487992941479,-1.02243e-05,-0.000120486122639263,105,0.95,-0.000329481,0.00109697,NA,NA,NA,NA,NA,NA,NA
"pred[7208]",-0.007342353299,-1.517615e-05,-1.46360657154454e-05,64.2,0.95,-0.00465924,0.000601456,NA,NA,NA,NA,NA,NA,NA
"pred[7209]",0.025789407074398,1.22245e-05,-0.000717801792899612,101.8,0.95,-0.000593389,0.00245211,NA,NA,NA,NA,NA,NA,NA
"pred[7210]",0.0283153848151388,1.481285e-05,-0.000535474017838916,106.7,0.95,-0.000420332,0.00463751,NA,NA,NA,NA,NA,NA,NA
"pred[7211]",-0.02804894073318,-6.25728e-06,-0.00127903971029886,96.8,0.95,-0.000432604,0.00328359,NA,NA,NA,NA,NA,NA,NA
"pred[7212]",3.0689023,3.00001,2.99729837606184,90.3,0.95,2.99756,3.00641,NA,NA,NA,NA,NA,NA,NA
"pred[7213]",-0.01405822943966,2.099135e-06,0.000469552626177687,77.4,0.95,-0.00328447,0.000367876,NA,NA,NA,NA,NA,NA,NA
"pred[7214]",-0.0051699739814014,-2.702055e-05,-0.000899866116837345,212.3,0.95,-0.0023961,0.000515403,NA,NA,NA,NA,NA,NA,NA
"pred[7215]",-0.006648775736602,7.283525e-06,-0.000492230763203039,147.3,0.95,-0.000395758,0.00153035,NA,NA,NA,NA,NA,NA,NA
"pred[7216]",0.02091656888939,2.103405e-05,-0.000538065390897592,105.7,0.95,-0.000411681,0.0022875,NA,NA,NA,NA,NA,NA,NA
"pred[7217]",-0.073006373619104,6.70499e-06,-0.00584178742323971,109.8,0.95,-0.000524771,0.00728823,NA,NA,NA,NA,NA,NA,NA
"pred[7218]",0.035694815259024,8.704095e-06,-0.000713285121365105,104.6,0.95,-0.000592895,0.00469858,NA,NA,NA,NA,NA,NA,NA
"pred[7219]",0.006061960097158,-9.215345e-06,-0.0001419874171536,120.6,0.95,-0.00509236,0.000396249,NA,NA,NA,NA,NA,NA,NA
"pred[7220]",-0.001932760728766,1.76646e-05,-2.64862436751001e-05,138.1,0.95,-0.000413777,0.00646075,NA,NA,NA,NA,NA,NA,NA
"pred[7221]",-0.019952029052916,3.96948e-06,-0.000527115197593186,121.1,0.95,-0.000565071,0.00798031,NA,NA,NA,NA,NA,NA,NA
"pred[7222]",-0.018110344876388,-1.005677e-05,0.000840588009462848,109.7,0.95,-0.00173371,0.0006538,NA,NA,NA,NA,NA,NA,NA
"pred[7223]",0.014162163706896,5.742995e-06,-0.00102175118174493,92.4,0.95,-0.000883879,0.000484948,NA,NA,NA,NA,NA,NA,NA
"pred[7224]",-0.017848894727762,-1.929725e-05,-0.00161501511496587,121,0.95,-0.000876942,0.000767438,NA,NA,NA,NA,NA,NA,NA
"pred[7225]",-0.02496129287496,-1.59121e-05,-0.00238896533721444,116.2,0.95,-0.000431723,0.00410618,NA,NA,NA,NA,NA,NA,NA
"pred[7226]",-0.0032527589095078,6.613355e-06,0.000193344418364327,133.8,0.95,-0.000311088,0.00562792,NA,NA,NA,NA,NA,NA,NA
"pred[7227]",-0.0098579918189,-4.900635e-06,-0.000130819772471646,83.5,0.95,-0.00170061,0.000838969,NA,NA,NA,NA,NA,NA,NA
"pred[7228]",0.028160983506826,8.863945e-06,-0.000501773904282002,81.9,0.95,-0.000390069,0.00689644,NA,NA,NA,NA,NA,NA,NA
"pred[7229]",-0.023950217384938,-1.751525e-06,-0.00113379720565865,92.4,0.95,-0.00038353,0.00273808,NA,NA,NA,NA,NA,NA,NA
"pred[7230]",0.002143941158402,1.387455e-05,0.000436387313634589,248.1,0.95,-0.000333156,0.00177159,NA,NA,NA,NA,NA,NA,NA
"pred[7231]",0.038494557165074,7.94683e-06,-0.000593263010461623,97.4,0.95,-0.000482617,0.00675616,NA,NA,NA,NA,NA,NA,NA
"pred[7232]",-0.0179256584588704,-1.20173e-05,-0.000391284790006718,137,0.95,-0.0004194,0.00383812,NA,NA,NA,NA,NA,NA,NA
"pred[7233]",0.048360893683164,8.16241e-06,-0.00137140393008409,88.5,0.95,-0.00119548,0.00630849,NA,NA,NA,NA,NA,NA,NA
"pred[7234]",-0.086088690249396,-1.81818e-05,0.00454108928127047,103.4,0.95,-0.00365148,0.00434999,NA,NA,NA,NA,NA,NA,NA
"pred[7235]",-0.034578893338432,3.527945e-06,0.00117638677575406,92.8,0.95,-0.00437239,0.00106924,NA,NA,NA,NA,NA,NA,NA
"pred[7236]",0.00377215358539,-6.792445e-06,0.000409941185261123,203.4,0.95,-0.000529562,0.000872334,NA,NA,NA,NA,NA,NA,NA
"pred[7237]",-0.026812676973776,-6.923905e-06,0.00102973092929043,84.5,0.95,-0.00286132,0.000932322,NA,NA,NA,NA,NA,NA,NA
"pred[7238]",0.02854763195514,1.24932e-05,-0.00105721363957333,87.8,0.95,-0.000915795,0.00324366,NA,NA,NA,NA,NA,NA,NA
"pred[7239]",0.01553352820486,1.445455e-06,0.000807377958382665,76.7,0.95,-0.000590789,0.00942927,NA,NA,NA,NA,NA,NA,NA
"pred[7240]",-0.03447469976504,-2.68021e-05,0.000623252727373483,114.3,0.95,-0.0170874,0.000460794,NA,NA,NA,NA,NA,NA,NA
"pred[7241]",0.013880313812082,1.70068e-05,-0.000474827991575351,123.4,0.95,-0.000362937,0.00609813,NA,NA,NA,NA,NA,NA,NA
"pred[7242]",-0.083982357598274,-2.95515e-05,0.000640211685241707,106.9,0.95,-0.0289028,0.000465011,NA,NA,NA,NA,NA,NA,NA
"pred[7243]",0.031448620133774,1.072425e-05,-0.00172815347232426,99.7,0.95,-0.00159104,0.00224891,NA,NA,NA,NA,NA,NA,NA
"pred[7244]",-0.009784088891238,1.842935e-05,-0.000321876389739684,117.6,0.95,-0.000986087,0.00359658,NA,NA,NA,NA,NA,NA,NA
"pred[7245]",0.045343336703484,-5.737765e-06,-0.0011366644574059,93.6,0.95,-0.000975189,0.00550287,NA,NA,NA,NA,NA,NA,NA
"pred[7246]",0.023159340126146,-6.260705e-06,-0.00123599860383566,107.5,0.95,-0.000991013,0.000599995,NA,NA,NA,NA,NA,NA,NA
"pred[7247]",0.011217226419876,-4.444905e-06,-0.000498640752219457,104.7,0.95,-0.00040259,0.000652351,NA,NA,NA,NA,NA,NA,NA
"pred[7248]",0.0477726247414718,4.03803e-06,-0.000769997339491046,102,0.95,-0.000641374,0.00614255,NA,NA,NA,NA,NA,NA,NA
"pred[7249]",0.056526269910258,-2.98123e-06,-0.00122581236445722,100.1,0.95,-0.00104058,0.00677229,NA,NA,NA,NA,NA,NA,NA
"pred[7250]",-0.010345020895954,-4.0808e-06,0.000460930168553642,81.9,0.95,-0.0002846,0.0017538,NA,NA,NA,NA,NA,NA,NA
"pred[7251]",0.029539672802988,3.075065e-05,-0.000535260285882679,98.2,0.95,-0.000414984,0.00801249,NA,NA,NA,NA,NA,NA,NA
"pred[7252]",0.030915776515972,-6.48466e-06,0.000894865240135631,115.8,0.95,-0.00330578,0.000395068,NA,NA,NA,NA,NA,NA,NA
"pred[7253]",-0.050090345046416,-1.354375e-05,-0.00430170938847496,96,0.95,-0.000553285,0.00383763,NA,NA,NA,NA,NA,NA,NA
"pred[7254]",-0.015156987467134,-1.588805e-05,-0.00064095726814517,82,0.95,-0.00288262,0.00119582,NA,NA,NA,NA,NA,NA,NA
"pred[7255]",-0.030194818747904,-1.09859e-05,-0.00197300507791676,90.5,0.95,-0.000411088,0.00280733,NA,NA,NA,NA,NA,NA,NA
"pred[7256]",1.00791237,1.000035,1.0007420168419,101.4,0.95,0.999451,1.00328,NA,NA,NA,NA,NA,NA,NA
"pred[7257]",2.9987325,2.99999,2.99945539177088,523.9,0.95,2.99683,3.00113,NA,NA,NA,NA,NA,NA,NA
"pred[7258]",-0.0123061009772,-1.373515e-05,0.000748796208249303,97.5,0.95,-0.000615945,0.00214058,NA,NA,NA,NA,NA,NA,NA
"pred[7259]",-0.042659466305736,-1.278205e-05,-0.000403843334525256,110.6,0.95,-0.000670523,0.00482429,NA,NA,NA,NA,NA,NA,NA
"pred[7260]",0.02499732603274,9.051115e-06,-0.00149393317613119,102.6,0.95,-0.00136029,0.000742069,NA,NA,NA,NA,NA,NA,NA
"pred[7261]",-0.000194054611082,6.54534e-06,-5.1767200602168e-05,942.5,0.95,-0.000362721,0.0030009,NA,NA,NA,NA,NA,NA,NA
"pred[7262]",-0.0021399742333826,1.15558e-05,-0.000344373600244197,166.5,0.95,-0.000344572,0.00424416,NA,NA,NA,NA,NA,NA,NA
"pred[7263]",-0.05113081817686,6.735645e-06,-0.00108712802146194,115.8,0.95,-0.000571789,0.0061644,NA,NA,NA,NA,NA,NA,NA
"pred[7264]",0.003875449694352,-3.55073e-05,0.000290028624466823,260.7,0.95,-0.00958227,0.00062566,NA,NA,NA,NA,NA,NA,NA
"pred[7265]",-0.0062748217132858,-7.084455e-07,-0.000465210675700156,132.5,0.95,-0.000843811,0.00600054,NA,NA,NA,NA,NA,NA,NA
"pred[7266]",-0.010190682614988,-3.19082e-06,0.000509176660799859,133.4,0.95,-0.000306577,0.00117663,NA,NA,NA,NA,NA,NA,NA
"pred[7267]",-0.056684151643236,-1.563635e-05,-0.00457923546932992,91,0.95,-0.000938744,0.0046815,NA,NA,NA,NA,NA,NA,NA
"pred[7268]",-0.011261858274084,-9.280855e-06,-0.000547235372068244,84.4,0.95,-0.00185556,0.000749319,NA,NA,NA,NA,NA,NA,NA
"pred[7269]",0.018663441140484,-3.06773e-06,0.000624915605416869,66.8,0.95,-0.00101897,0.00997688,NA,NA,NA,NA,NA,NA,NA
"pred[7270]",-0.058757772849114,-2.220225e-05,0.000534578200954899,106.5,0.95,-0.0212872,0.000391457,NA,NA,NA,NA,NA,NA,NA
"pred[7271]",0.055638813017498,2.257085e-05,-0.000858611137776277,97.9,0.95,-0.000695995,0.00893511,NA,NA,NA,NA,NA,NA,NA
"pred[7272]",-0.0012249139191996,1.899965e-06,-0.000109167342887601,197.3,0.95,-0.000362548,0.00242895,NA,NA,NA,NA,NA,NA,NA
"pred[7273]",0.010841551477634,1.248075e-05,0.00026152002240406,67.9,0.95,-0.00057863,0.0107014,NA,NA,NA,NA,NA,NA,NA
"pred[7274]",0.00609879322928,4.234855e-05,-9.22691692193401e-05,56.3,0.95,-0.000486888,0.0106207,NA,NA,NA,NA,NA,NA,NA
"pred[7275]",-0.0807431268259122,-2.39256e-05,0.000503902815028328,109,0.95,-0.0133231,0.000381332,NA,NA,NA,NA,NA,NA,NA
"pred[7276]",-0.017711192535024,-7.55763e-06,0.000426893139509086,88.8,0.95,-0.00549347,0.000321113,NA,NA,NA,NA,NA,NA,NA
"pred[7277]",0.02295484666675,2.091465e-05,-0.00061465547657051,79,0.95,-0.000483954,0.00930512,NA,NA,NA,NA,NA,NA,NA
"pred[7278]",-0.074876775217318,-2.48313e-05,0.000511798755761152,106.4,0.95,-0.0168026,0.000390495,NA,NA,NA,NA,NA,NA,NA
"pred[7279]",0.013773554525108,3.16478e-06,-0.000528958890250982,80.9,0.95,-0.00041173,0.0069676,NA,NA,NA,NA,NA,NA,NA
"pred[7280]",0.005236986550358,3.5866e-06,4.84980241351327e-05,80.6,0.95,-0.000617901,0.00118592,NA,NA,NA,NA,NA,NA,NA
"pred[7281]",-0.006913782276616,-1.100315e-05,0.000372586080664327,97.3,0.95,-0.00250699,0.000288605,NA,NA,NA,NA,NA,NA,NA
